Fecha;Cum;Cambios
"2025-03-19 19:31:50";"52015-4";" Estado a Inactivo, Estado Registro Invima a Perdida Fuerza Ejec,Fecha Vencimiento Invima a 2030-02-21,"
"2025-03-19 19:31:50";"52015-5";" Estado a Inactivo, Estado Registro Invima a Perdida Fuerza Ejec,Fecha Vencimiento Invima a 2030-02-21,"
"2025-03-19 19:32:04";"51188-1";" Estado Registro Invima a Desistido,"
"2025-03-19 19:32:07";"51066-1";" Principio Activo a CIPROFLOXACINO CLORHIDRATO MONOHIDRATO (COMPRESION DIRECTA 75.7%) EQUIVALENTE A,Fecha Vencimiento Invima a 3000-01-01,"
"2025-03-19 19:32:07";"51066-2";" Principio Activo a CIPROFLOXACINO CLORHIDRATO MONOHIDRATO (COMPRESION DIRECTA 75.7%) EQUIVALENTE A,Fecha Vencimiento Invima a 3000-01-01,"
"2025-03-19 19:32:07";"51066-3";" Principio Activo a CIPROFLOXACINO CLORHIDRATO MONOHIDRATO (COMPRESION DIRECTA 75.7%) EQUIVALENTE A,Fecha Vencimiento Invima a 3000-01-01,"
"2025-03-19 19:32:07";"51066-4";" Principio Activo a CIPROFLOXACINO CLORHIDRATO MONOHIDRATO (COMPRESION DIRECTA 75.7%) EQUIVALENTE A,Fecha Vencimiento Invima a 3000-01-01,"
"2025-03-19 19:32:07";"51064-1";" Estado a Inactivo, Estado Registro Invima a Perdida Fuerza Ejec,Fecha Vencimiento Invima a 2030-03-18,"
"2025-03-19 19:32:07";"51064-2";" Estado a Inactivo, Estado Registro Invima a Perdida Fuerza Ejec,Fecha Vencimiento Invima a 2030-03-18,"
"2025-03-19 19:32:08";"51063-1";" Nombre Comercial a TRIMETOPRIM SULFAMETOXAZOL-F TABLETA 160/800 MG ,"
"2025-03-19 19:32:08";"51063-2";" Nombre Comercial a TRIMETOPRIM SULFAMETOXAZOL-F TABLETA 160/800 MG ,"
"2025-03-19 19:32:08";"51063-3";" Nombre Comercial a TRIMETOPRIM SULFAMETOXAZOL-F TABLETA 160/800 MG ,"
"2025-03-19 19:32:08";"51063-11";" Nombre Comercial a TRIMETOPRIM SULFAMETOXAZOL-F TABLETA 160/800 MG ,"
"2025-03-19 19:32:08";"51063-12";" Nombre Comercial a TRIMETOPRIM SULFAMETOXAZOL-F TABLETA 160/800 MG ,"
"2025-03-19 19:32:08";"51063-13";" Nombre Comercial a TRIMETOPRIM SULFAMETOXAZOL-F TABLETA 160/800 MG ,"
"2025-03-19 19:32:08";"51063-14";" Nombre Comercial a TRIMETOPRIM SULFAMETOXAZOL-F TABLETA 160/800 MG ,"
"2025-03-19 19:32:08";"51063-15";" Nombre Comercial a TRIMETOPRIM SULFAMETOXAZOL-F TABLETA 160/800 MG ,"
"2025-03-19 19:32:20";"50053-1";" Estado a Inactivo, Estado Registro Invima a Perdida Fuerza Ejec,Fecha Vencimiento Invima a 2030-03-04,"
"2025-03-19 19:32:20";"50053-2";" Estado a Inactivo, Estado Registro Invima a Perdida Fuerza Ejec,Fecha Vencimiento Invima a 2030-03-04,"
"2025-03-19 19:32:24";"49643-1";" Estado Registro Invima a Temp. no comerc - Vigente,"
"2025-03-19 19:32:24";"49643-2";" Estado Registro Invima a Temp. no comerc - Vigente,"
"2025-03-19 19:32:33";"48902-2";" Estado a Inactivo, Estado Registro Invima a Perdida Fuerza Ejec,Fecha Vencimiento Invima a 2030-03-10,"
"2025-03-19 19:32:51";"46916-3";" Estado a Inactivo, Estado Registro Invima a Perdida Fuerza Ejec,Fecha Vencimiento Invima a 2030-02-21,"
"2025-03-19 19:32:52";"46916-4";" Estado a Inactivo, Estado Registro Invima a Perdida Fuerza Ejec,Fecha Vencimiento Invima a 2030-02-21,"
"2025-03-19 19:32:52";"46916-5";" Estado a Inactivo, Estado Registro Invima a Perdida Fuerza Ejec,Fecha Vencimiento Invima a 2030-02-21,"
"2025-03-19 19:32:52";"46916-6";" Estado a Inactivo, Estado Registro Invima a Perdida Fuerza Ejec,Fecha Vencimiento Invima a 2030-02-21,"
"2025-03-19 19:32:53";"46742-1";" Estado a Inactivo, Estado Registro Invima a Perdida Fuerza Ejec,Fecha Vencimiento Invima a 2030-03-04,"
"2025-03-19 19:32:53";"46742-2";" Estado a Inactivo, Estado Registro Invima a Perdida Fuerza Ejec,Fecha Vencimiento Invima a 2030-03-04,"
"2025-03-19 19:32:53";"46742-3";" Estado a Inactivo, Estado Registro Invima a Perdida Fuerza Ejec,Fecha Vencimiento Invima a 2030-03-04,"
"2025-03-19 19:33:01";"46041-1";" Estado Registro Invima a Temp. no comerc - Vigente,Fecha Vencimiento Invima a 3000-01-01,"
"2025-03-19 19:33:01";"46041-2";" Estado Registro Invima a Temp. no comerc - Vigente,Fecha Vencimiento Invima a 3000-01-01,"
"2025-03-19 19:33:10";"45084-1";" Principio Activo a FLUNARIZINA CLORHIDRATO EQUIVALENTE A FLUNARIZINA BASE,"
"2025-03-19 19:33:10";"45084-3";" Principio Activo a FLUNARIZINA CLORHIDRATO EQUIVALENTE A FLUNARIZINA BASE,"
"2025-03-19 19:33:10";"45084-4";" Principio Activo a FLUNARIZINA CLORHIDRATO EQUIVALENTE A FLUNARIZINA BASE,"
"2025-03-19 19:33:12";"44969-1";" Estado Registro Invima a Vigente,Fecha Vencimiento Invima a 3000-01-01,"
"2025-03-19 19:33:12";"44969-2";" Estado Registro Invima a Vigente,Fecha Vencimiento Invima a 3000-01-01,"
"2025-03-19 19:33:12";"44969-3";" Estado Registro Invima a Vigente,Fecha Vencimiento Invima a 3000-01-01,"
"2025-03-19 19:33:12";"44969-4";" Estado Registro Invima a Vigente,Fecha Vencimiento Invima a 3000-01-01,"
"2025-03-19 19:33:12";"44969-9";" Estado Registro Invima a Vigente,Fecha Vencimiento Invima a 3000-01-01,"
"2025-03-19 19:33:21";"43910-3";" Estado a Inactivo, Estado Registro Invima a Vencido,"
"2025-03-19 19:33:26";"43585-1";" Estado a Inactivo, Estado Registro Invima a Perdida Fuerza Ejec,Fecha Vencimiento Invima a 2030-02-28,"
"2025-03-19 19:33:38";"42698-3";" Estado a Inactivo, Estado Registro Invima a Perdida Fuerza Ejec,Fecha Vencimiento Invima a 2030-03-04,"
"2025-03-19 19:33:45";"42034-1";" Estado Registro Invima a Temp. no comerc - Vigente,Fecha Vencimiento Invima a 3000-01-01,"
"2025-03-19 19:34:26";"39210-1";" Estado Registro Invima a Temp. no comerc - Vigente,Fecha Vencimiento Invima a 3000-01-01,"
"2025-03-19 19:34:26";"39210-2";" Estado Registro Invima a Temp. no comerc - Vigente,Fecha Vencimiento Invima a 3000-01-01,"
"2025-03-19 19:34:26";"39210-3";" Estado Registro Invima a Temp. no comerc - Vigente,Fecha Vencimiento Invima a 3000-01-01,"
"2025-03-19 19:34:26";"39210-4";" Estado Registro Invima a Temp. no comerc - Vigente,Fecha Vencimiento Invima a 3000-01-01,"
"2025-03-19 19:34:26";"39210-5";" Estado Registro Invima a Temp. no comerc - Vigente,Fecha Vencimiento Invima a 3000-01-01,"
"2025-03-19 19:34:26";"39210-7";" Estado Registro Invima a Temp. no comerc - Vigente,Fecha Vencimiento Invima a 3000-01-01,"
"2025-03-19 19:34:43";"38573-2";" Estado a Inactivo, Estado Registro Invima a Perdida Fuerza Ejec,Fecha Vencimiento Invima a 2030-02-21,"
"2025-03-19 19:34:43";"38573-1";" Estado a Inactivo, Estado Registro Invima a Perdida Fuerza Ejec,Fecha Vencimiento Invima a 2030-02-21,"
"2025-03-19 19:34:46";"38457-1";" Principio Activo a COMPLEJO ACIDO YODHIDRICO YODO (EQUIVALENTE A 1.08 G DE ACIDO YODHIDRICO)/ YODO,Fecha Vencimiento Invima a 3000-01-01,"
"2025-03-19 19:34:46";"38457-3";" Principio Activo a COMPLEJO ACIDO YODHIDRICO YODO (EQUIVALENTE A 1.08 G DE ACIDO YODHIDRICO)/ YODO,Fecha Vencimiento Invima a 3000-01-01,"
"2025-03-19 19:34:46";"38457-7";" Principio Activo a COMPLEJO ACIDO YODHIDRICO YODO (EQUIVALENTE A 1.08 G DE ACIDO YODHIDRICO)/ YODO,Fecha Vencimiento Invima a 3000-01-01,"
"2025-03-19 19:34:46";"38457-9";" Principio Activo a COMPLEJO ACIDO YODHIDRICO YODO (EQUIVALENTE A 1.08 G DE ACIDO YODHIDRICO)/ YODO,Fecha Vencimiento Invima a 3000-01-01,"
"2025-03-19 19:34:46";"38457-11";" Principio Activo a COMPLEJO ACIDO YODHIDRICO YODO (EQUIVALENTE A 1.08 G DE ACIDO YODHIDRICO)/ YODO,Fecha Vencimiento Invima a 3000-01-01,"
"2025-03-19 19:34:46";"38457-13";" Principio Activo a COMPLEJO ACIDO YODHIDRICO YODO (EQUIVALENTE A 1.08 G DE ACIDO YODHIDRICO)/ YODO,Fecha Vencimiento Invima a 3000-01-01,"
"2025-03-19 19:34:46";"38457-14";" Principio Activo a COMPLEJO ACIDO YODHIDRICO YODO (EQUIVALENTE A 1.08 G DE ACIDO YODHIDRICO)/ YODO,Fecha Vencimiento Invima a 3000-01-01,"
"2025-03-19 19:34:46";"38457-15";" Principio Activo a COMPLEJO ACIDO YODHIDRICO YODO (EQUIVALENTE A 1.08 G DE ACIDO YODHIDRICO)/ YODO,Fecha Vencimiento Invima a 3000-01-01,"
"2025-03-19 19:34:46";"38457-19";" Principio Activo a COMPLEJO ACIDO YODHIDRICO YODO (EQUIVALENTE A 1.08 G DE ACIDO YODHIDRICO)/ YODO,Fecha Vencimiento Invima a 3000-01-01,"
"2025-03-19 19:34:51";"38360-1";" Estado a Inactivo,"
"2025-03-19 19:34:51";"38360-5";" Estado a Inactivo,"
"2025-03-19 19:34:51";"38360-6";" Estado a Inactivo,"
"2025-03-19 19:34:51";"38360-7";" Estado a Inactivo,"
"2025-03-19 19:34:56";"37919-1";" Forma Farmaceutica a ,"
"2025-03-19 19:35:10";"37223-1";" Estado a Activo,"
"2025-03-19 19:35:10";"37223-2";" Estado a Activo,"
"2025-03-19 19:35:10";"37223-3";" Estado a Activo,"
"2025-03-19 19:35:10";"37223-4";" Estado a Activo,"
"2025-03-19 19:35:10";"37223-5";" Estado a Activo,"
"2025-03-19 19:35:10";"37223-6";" Estado a Activo,"
"2025-03-19 19:35:10";"37223-7";" Estado a Activo,"
"2025-03-19 19:35:10";"37223-8";" Estado a Activo,"
"2025-03-19 19:35:10";"37223-9";" Estado a Activo,"
"2025-03-19 19:35:10";"37223-10";" Estado a Activo,"
"2025-03-19 19:35:10";"37223-11";" Estado a Activo,"
"2025-03-19 19:35:10";"37223-12";" Estado a Activo,"
"2025-03-19 19:35:10";"37223-13";" Estado a Activo,"
"2025-03-19 19:35:10";"37223-14";" Estado a Activo,"
"2025-03-19 19:35:10";"37223-15";" Estado a Activo,"
"2025-03-19 19:35:10";"37223-16";" Estado a Activo,"
"2025-03-19 19:35:10";"37223-17";" Estado a Activo,"
"2025-03-19 19:35:10";"37223-18";" Estado a Activo,"
"2025-03-19 19:35:10";"37223-19";" Estado a Activo,"
"2025-03-19 19:35:10";"37223-20";" Estado a Activo,"
"2025-03-19 19:35:10";"37223-21";" Estado a Activo,"
"2025-03-19 19:35:10";"37223-22";" Estado a Activo,"
"2025-03-19 19:35:10";"37223-23";" Estado a Activo,"
"2025-03-19 19:35:10";"37223-24";" Estado a Activo,"
"2025-03-19 19:35:10";"37223-25";" Estado a Activo,"
"2025-03-19 19:35:10";"37223-26";" Estado a Activo,"
"2025-03-19 19:35:10";"37223-27";" Estado a Activo,"
"2025-03-19 19:35:10";"37223-28";" Estado a Activo,"
"2025-03-19 19:35:10";"37223-29";" Estado a Activo,"
"2025-03-19 19:35:10";"37223-30";" Estado a Activo,"
"2025-03-19 19:35:10";"37223-31";" Estado a Activo,"
"2025-03-19 19:35:10";"37223-32";" Estado a Activo,"
"2025-03-19 19:35:11";"37223-33";" Estado a Activo,"
"2025-03-19 19:35:11";"37223-34";" Estado a Activo,"
"2025-03-19 19:35:11";"37223-35";" Estado a Activo,"
"2025-03-19 19:35:16";"36782-1";" Estado a Inactivo, Estado Registro Invima a Vigente,Fecha Vencimiento Invima a 3000-10-01,"
"2025-03-19 19:35:19";"36606-1";" Estado a Inactivo, Estado Registro Invima a Vigente,Fecha Vencimiento Invima a 3000-01-01,"
"2025-03-19 19:35:31";"36112-1";" Estado Registro Invima a Perdida Fuerza Ejec,Fecha Vencimiento Invima a 2030-04-03,"
"2025-03-19 19:35:31";"36112-2";" Estado Registro Invima a Perdida Fuerza Ejec,Fecha Vencimiento Invima a 2030-04-03,"
"2025-03-19 19:35:31";"36112-3";" Estado Registro Invima a Perdida Fuerza Ejec,Fecha Vencimiento Invima a 2030-04-03,"
"2025-03-19 19:35:31";"36112-6";" Estado Registro Invima a Perdida Fuerza Ejec,Fecha Vencimiento Invima a 2030-04-03,"
"2025-03-19 19:35:37";"35822-1";" Estado Registro Invima a Perdida Fuerza Ejec,Fecha Vencimiento Invima a 2030-02-28,"
"2025-03-19 19:35:38";"35814-1";" Estado Registro Invima a Perdida Fuerza Ejec,Fecha Vencimiento Invima a 2030-02-21,"
"2025-03-19 19:35:38";"35814-2";" Estado Registro Invima a Perdida Fuerza Ejec,Fecha Vencimiento Invima a 2030-02-21,"
"2025-03-19 19:35:38";"35814-3";" Estado Registro Invima a Perdida Fuerza Ejec,Fecha Vencimiento Invima a 2030-02-21,"
"2025-03-19 19:35:38";"35814-4";" Estado Registro Invima a Perdida Fuerza Ejec,Fecha Vencimiento Invima a 2030-02-21,"
"2025-03-19 19:35:42";"35619-1";" Estado Registro Invima a Vigente,Fecha Vencimiento Invima a 3000-01-01,"
"2025-03-19 19:35:42";"35618-1";" Estado a Inactivo, Estado Registro Invima a Vigente,Fecha Vencimiento Invima a 3000-01-01,"
"2025-03-19 19:35:42";"35618-2";" Estado a Inactivo, Estado Registro Invima a Vigente,Fecha Vencimiento Invima a 3000-01-01,"
"2025-03-19 19:35:42";"35618-3";" Estado a Inactivo, Estado Registro Invima a Vigente,Fecha Vencimiento Invima a 3000-01-01,"
"2025-03-19 19:35:57";"34737-1";" Embalaje a CAJA POR 10 JERINGAS PRELLENADAS DE VIDRIO TIPO I CON TAPON DEL EMBOLO DE CLOROBUTILO Y AGUJA DE ACERO INOXIDABLE, Principio Activo a NADROPARINA CALCICA (HEPARINA GLICOSAMINO GLICANO) ANTI AXA, cantidad a 2850, Unidad de Medida a UI, Registo_Invima a INVIMA 2016 MB-011806-R3,"
"2025-03-19 19:35:57";"34737-2";" Embalaje a CAJA POR 2 JERINGAS PRELLENADAS DE VIDRIO TIPO I CON TAPON DEL EMBOLO DE CLOROBUTILO Y AGUJA DE ACERO INOXIDABLE, Principio Activo a NADROPARINA CALCICA (HEPARINA GLICOSAMINO GLICANO) ANTI AXA, cantidad a 2850, Unidad de Medida a UI, Registo_Invima a INVIMA 2016 MB-011806-R3,"
"2025-03-19 19:35:57";"34737-4";" Estado a Inactivo, Principio Activo a NADROPARINA CALCICA (HEPARINA GLICOSAMINO GLICANO) ANTI AXA, cantidad a 2850, Unidad de Medida a UI, Registo_Invima a INVIMA 2016 MB-011806-R3,"
"2025-03-19 19:35:57";"34737-5";" Estado a Inactivo, Principio Activo a NADROPARINA CALCICA (HEPARINA GLICOSAMINO GLICANO) ANTI AXA, cantidad a 2850, Unidad de Medida a UI, Registo_Invima a INVIMA 2016 MB-011806-R3,"
"2025-03-19 19:36:03";"34476-1";" Principio Activo a NICOTINAMIDA(NIACINAMIDA)/ PIRIDOXINA CLORHIDRATO/ TIAMINA MONONITRATO/ RIBOFLAVINA,"
"2025-03-19 19:36:03";"34476-2";" Principio Activo a NICOTINAMIDA(NIACINAMIDA)/ PIRIDOXINA CLORHIDRATO/ TIAMINA MONONITRATO/ RIBOFLAVINA,"
"2025-03-19 19:36:10";"34163-1";" Estado a Inactivo, Estado Registro Invima a Perdida Fuerza Ejec,Fecha Vencimiento Invima a 2030-02-28,"
"2025-03-19 19:36:11";"34163-2";" Estado a Inactivo, Estado Registro Invima a Perdida Fuerza Ejec,Fecha Vencimiento Invima a 2030-02-28,"
"2025-03-19 19:36:29";"33370-6";" Estado a Inactivo, Estado Registro Invima a Perdida Fuerza Ejec,Fecha Vencimiento Invima a 2030-02-21,"
"2025-03-19 19:36:33";"33220-1";" Estado Registro Invima a Perdida Fuerza Ejec,Fecha Vencimiento Invima a 2030-04-01,"
"2025-03-19 19:36:35";"33122-1";" Estado a Inactivo,"
"2025-03-19 19:37:15";"30617-1";" Estado a Inactivo, Estado Registro Invima a Perdida Fuerza Ejec,Fecha Vencimiento Invima a 2030-03-28,"
"2025-03-19 19:37:26";"29636-2";" Estado Registro Invima a Temp. no comerc - Vigente,Fecha Vencimiento Invima a 3000-01-01,"
"2025-03-19 19:37:26";"29636-3";" Estado Registro Invima a Temp. no comerc - Vigente,Fecha Vencimiento Invima a 3000-01-01,"
"2025-03-19 19:37:26";"29636-4";" Estado Registro Invima a Temp. no comerc - Vigente,Fecha Vencimiento Invima a 3000-01-01,"
"2025-03-19 19:37:26";"29636-5";" Estado Registro Invima a Temp. no comerc - Vigente,Fecha Vencimiento Invima a 3000-01-01,"
"2025-03-19 19:37:30";"29497-1";" Estado a Inactivo, Estado Registro Invima a Vigente,Fecha Vencimiento Invima a 3000-01-01,"
"2025-03-19 19:37:30";"29497-2";" Estado a Inactivo, Estado Registro Invima a Vigente,Fecha Vencimiento Invima a 3000-01-01,"
"2025-03-19 19:37:36";"28908-2";" Estado Registro Invima a Perdida Fuerza Ejec,Fecha Vencimiento Invima a 2030-02-24,"
"2025-03-19 19:37:36";"28908-6";" Estado a Inactivo, Estado Registro Invima a Perdida Fuerza Ejec,Fecha Vencimiento Invima a 2030-02-24,"
"2025-03-19 19:38:06";"25353-1";" Estado a Inactivo, Estado Registro Invima a Perdida Fuerza Ejec,Fecha Vencimiento Invima a 2030-03-04,"
"2025-03-19 19:38:06";"25353-3";" Estado a Inactivo, Estado Registro Invima a Perdida Fuerza Ejec,Fecha Vencimiento Invima a 2030-03-04,"
"2025-03-19 19:38:07";"25351-1";" Estado a Inactivo, Estado Registro Invima a Perdida Fuerza Ejec,Fecha Vencimiento Invima a 2030-03-04,"
"2025-03-19 19:38:21";"23876-1";" Estado a Inactivo, Estado Registro Invima a Perdida Fuerza Ejec,Fecha Vencimiento Invima a 2030-02-21,"
"2025-03-19 19:38:21";"23876-2";" Estado a Inactivo, Estado Registro Invima a Perdida Fuerza Ejec,Fecha Vencimiento Invima a 2030-02-21,"
"2025-03-19 19:38:26";"230660-1";" Estado a Inactivo, Estado Registro Invima a Perdida Fuerza Ejec,Fecha Vencimiento Invima a 2030-03-14,"
"2025-03-19 19:38:28";"230544-1";" Estado a Activo,"
"2025-03-19 19:38:28";"230544-2";" Estado a Activo,"
"2025-03-19 19:38:28";"230544-3";" Estado a Activo,"
"2025-03-19 19:38:28";"230544-4";" Estado a Activo,"
"2025-03-19 19:38:28";"230544-5";" Estado a Activo,"
"2025-03-19 19:38:29";"230385-1";" Estado a Inactivo, Estado Registro Invima a Perdida Fuerza Ejec,Fecha Vencimiento Invima a 2030-02-28,"
"2025-03-19 19:38:29";"230385-2";" Estado a Inactivo, Estado Registro Invima a Perdida Fuerza Ejec,Fecha Vencimiento Invima a 2030-02-28,"
"2025-03-19 19:38:53";"229122-1";" Estado Registro Invima a Vigente,"
"2025-03-19 19:38:54";"229050-1";" Estado a Inactivo, Estado Registro Invima a Perdida Fuerza Ejec,Fecha Vencimiento Invima a 2030-02-21,"
"2025-03-19 19:38:56";"228909-1";" Estado Registro Invima a Vigente,"
"2025-03-19 19:39:01";"228320-1";" Estado a Inactivo, Estado Registro Invima a Perdida Fuerza Ejec,Fecha Vencimiento Invima a 2030-02-21,"
"2025-03-19 19:39:01";"228320-2";" Estado a Inactivo, Estado Registro Invima a Perdida Fuerza Ejec,Fecha Vencimiento Invima a 2030-02-21,"
"2025-03-19 19:39:01";"228320-3";" Estado a Inactivo, Estado Registro Invima a Perdida Fuerza Ejec,Fecha Vencimiento Invima a 2030-02-21,"
"2025-03-19 19:39:05";"228008-1";" Estado Registro Invima a Perdida Fuerza Ejec,Fecha Vencimiento Invima a 2030-02-21,"
"2025-03-19 19:39:05";"228008-16";" Estado a Inactivo, Estado Registro Invima a Perdida Fuerza Ejec,Fecha Vencimiento Invima a 2030-02-21,"
"2025-03-19 19:39:07";"227880-1";" Estado Registro Invima a Vigente,Fecha Vencimiento Invima a 3000-12-31,"
"2025-03-19 19:39:12";"227601-1";"Fecha Vencimiento Invima a 3000-01-01,"
"2025-03-19 19:39:12";"227601-2";"Fecha Vencimiento Invima a 3000-01-01,"
"2025-03-19 19:39:12";"227601-3";"Fecha Vencimiento Invima a 3000-01-01,"
"2025-03-19 19:39:12";"227601-4";"Fecha Vencimiento Invima a 3000-01-01,"
"2025-03-19 19:39:12";"227601-5";"Fecha Vencimiento Invima a 3000-01-01,"
"2025-03-19 19:39:12";"227601-6";"Fecha Vencimiento Invima a 3000-01-01,"
"2025-03-19 19:39:42";"226399-2";" Estado a Inactivo, Estado Registro Invima a Perdida Fuerza Ejec,Fecha Vencimiento Invima a 2030-03-28,"
"2025-03-19 19:39:48";"226034-2";"Fecha Vencimiento Invima a 3000-01-01,"
"2025-03-19 19:39:48";"226034-3";"Fecha Vencimiento Invima a 3000-01-01,"
"2025-03-19 19:39:48";"226034-6";"Fecha Vencimiento Invima a 3000-01-01,"
"2025-03-19 19:39:48";"226034-7";"Fecha Vencimiento Invima a 3000-01-01,"
"2025-03-19 19:39:48";"226034-8";"Fecha Vencimiento Invima a 3000-01-01,"
"2025-03-19 19:39:48";"226034-11";"Fecha Vencimiento Invima a 3000-01-01,"
"2025-03-19 19:39:48";"226034-12";"Fecha Vencimiento Invima a 3000-01-01,"
"2025-03-19 19:39:49";"226033-3";"Fecha Vencimiento Invima a 3000-01-01,"
"2025-03-19 19:39:49";"226033-4";"Fecha Vencimiento Invima a 3000-01-01,"
"2025-03-19 19:39:49";"226033-5";"Fecha Vencimiento Invima a 3000-01-01,"
"2025-03-19 19:39:49";"226033-6";"Fecha Vencimiento Invima a 3000-01-01,"
"2025-03-19 19:39:49";"226033-7";"Fecha Vencimiento Invima a 3000-01-01,"
"2025-03-19 19:39:49";"226033-10";"Fecha Vencimiento Invima a 3000-01-01,"
"2025-03-19 19:39:49";"226033-11";"Fecha Vencimiento Invima a 3000-01-01,"
"2025-03-19 19:39:49";"226033-13";"Fecha Vencimiento Invima a 3000-01-01,"
"2025-03-19 19:39:49";"226033-14";"Fecha Vencimiento Invima a 3000-01-01,"
"2025-03-19 19:39:49";"226033-15";"Fecha Vencimiento Invima a 3000-01-01,"
"2025-03-19 19:39:49";"226033-16";"Fecha Vencimiento Invima a 3000-01-01,"
"2025-03-19 19:39:49";"226033-17";"Fecha Vencimiento Invima a 3000-01-01,"
"2025-03-19 19:39:49";"226033-18";"Fecha Vencimiento Invima a 3000-01-01,"
"2025-03-19 19:39:49";"226033-19";"Fecha Vencimiento Invima a 3000-01-01,"
"2025-03-19 19:40:00";"225194-1";" Estado Registro Invima a Vigente, Principio Activo a GEMFIBROZILO,"
"2025-03-19 19:40:00";"225194-2";" Estado Registro Invima a Vigente, Principio Activo a GEMFIBROZILO,"
"2025-03-19 19:40:00";"225194-4";" Estado Registro Invima a Vigente, Principio Activo a GEMFIBROZILO,"
"2025-03-19 19:40:00";"225194-5";" Estado Registro Invima a Vigente, Principio Activo a GEMFIBROZILO,"
"2025-03-19 19:40:12";"224717-4";" Estado Registro Invima a Temp. no comerc - Vigente,"
"2025-03-19 19:40:12";"224717-5";" Estado Registro Invima a Temp. no comerc - Vigente,"
"2025-03-19 19:40:22";"223135-4";" Estado Registro Invima a Temp. no comerc - Vigente,Fecha Vencimiento Invima a 3000-01-01,"
"2025-03-19 19:40:22";"223135-3";" Estado Registro Invima a Temp. no comerc - Vigente,Fecha Vencimiento Invima a 3000-01-01,"
"2025-03-19 19:40:22";"223135-30";" Estado Registro Invima a Temp. no comerc - Vigente,Fecha Vencimiento Invima a 3000-01-01,"
"2025-03-19 19:40:29";"220027-11";"Fecha Vencimiento Invima a 3000-01-01,"
"2025-03-19 19:40:29";"220027-13";"Fecha Vencimiento Invima a 3000-01-01,"
"2025-03-19 19:40:29";"220027-14";"Fecha Vencimiento Invima a 3000-01-01,"
"2025-03-19 19:40:29";"220027-15";"Fecha Vencimiento Invima a 3000-01-01,"
"2025-03-19 19:40:29";"220027-16";"Fecha Vencimiento Invima a 3000-01-01,"
"2025-03-19 19:40:29";"220027-17";"Fecha Vencimiento Invima a 3000-01-01,"
"2025-03-19 19:40:29";"220027-18";"Fecha Vencimiento Invima a 3000-01-01,"
"2025-03-19 19:40:29";"220027-19";"Fecha Vencimiento Invima a 3000-01-01,"
"2025-03-19 19:40:29";"220027-20";"Fecha Vencimiento Invima a 3000-01-01,"
"2025-03-19 19:40:29";"220027-21";"Fecha Vencimiento Invima a 3000-01-01,"
"2025-03-19 19:40:29";"220025-11";"Fecha Vencimiento Invima a 3000-01-01,"
"2025-03-19 19:40:29";"220025-12";"Fecha Vencimiento Invima a 3000-01-01,"
