Fecha;Cum;Cambios
"2025-07-19 19:34:16";"40133-1";" Embalaje a Caja de carton con tubo de polietileno de baja densidad y tapa de polipropileno por 60g  , Estado Registro Invima a Vigente, Principio Activo a PEROXIDO DE  BENZOILO  HIDRATADO  EQUIVALENTE  A  PEROXIDO  DE  BENZOILO  ANHIDRO, Nombre Comercial a BENZAC% AC GEL 5%, GRUPO FARMACOLOGICO a PREPARADOS ANTI-ACNE, Sistema Organico a DERMATOLOGICOS, Forma Farmaceutica a GELES,"
"2025-07-19 19:34:19";"40026-19";" Embalaje a USO INSTITUCIONAL:CAJA MULTIPLE Y/O DISPENSADORA POR 240 CAPSULAS (16 BLISTER DE PVC TRANSPARENTE / ALUMINIO POR 5 CAPSULAS CADA UNO EN BOLSA., Estado Registro Invima a Vigente, Principio Activo a MICROGANULOS DE OMEPRAZOL AL 8,58% 468MG EQUIVALENTES A 40 MG DE OMEPRAZOL, GRUPO FARMACOLOGICO a AGENTES PARA EL TRATAMIENTO DE ALTERACIONES CAUSADAS POR ACIDOS, Sistema Organico a TRACTO ALIMENTARIO Y METABOLISMO,"
"2025-07-19 19:34:58";"37919-1";" Forma Farmaceutica a ,"
"2025-07-19 19:35:12";"37193-1";" Estado a Inactivo, Estado Registro Invima a Perdida Fuerza Ejec,Fecha Vencimiento Invima a 2030-07-08,"
"2025-07-19 19:35:12";"37193-2";" Estado a Inactivo, Estado Registro Invima a Perdida Fuerza Ejec,Fecha Vencimiento Invima a 2030-07-08,"
"2025-07-19 19:35:44";"35619-3";" Embalaje a CAJA POR 300 TABLETAS EN BLISTER PVC/Aluminio X 10 TABLETAS  CADA UNO, Estado Registro Invima a Vigente, Nombre Comercial a PROPRANOLOL  80 MG TABLETAS, GRUPO FARMACOLOGICO a AGENTES BETA-BLOQUEANTES, Sistema Organico a SISTEMA CARDIOVASCULAR, Forma Farmaceutica a TABLETAS CON O SIN RECUBR. QUE NO MODIFIQUEN LIBERACION FARMACO,"
"2025-07-19 19:35:44";"35618-1";" Estado a Activo,"
"2025-07-19 19:35:44";"35618-2";" Estado a Activo,"
"2025-07-19 19:35:44";"35618-3";" Estado a Activo,"
"2025-07-19 19:36:03";"34606-4";" Embalaje a CAJA PLEGADIZA CON TUBO COLAPSIBLE LAMINADO EN POLIETILENO X 100  GRAMOS DE PASTA, Estado Registro Invima a Vigente, Nombre Comercial a PASTA GRANUGENA%, GRUPO FARMACOLOGICO a EMOLIENTES Y PROTECTORES, Sistema Organico a DERMATOLOGICOS, Descripcion ATC a PREPARADOS DE OXICO DE ZINC SOLO O EN COMBINACION,"
"2025-07-19 19:37:13";"31063-1";" Embalaje a Caja por 50 capsulas en empaque individual tipo blister PVC/ALUMINIO por 10 capsulas cada uno, Estado Registro Invima a Vigente, Principio Activo a VITAMINA A PALMITATO EQUIVALENTE A VITAMINA  A, Nombre Comercial a RETIBLAN% 100 , GRUPO FARMACOLOGICO a VITAMINAS, Sistema Organico a TRACTO ALIMENTARIO Y METABOLISMO,"
"2025-07-19 19:37:37";"29313-1";" Estado a Activo,"
"2025-07-19 19:37:37";"29313-2";" Estado a Activo,"
"2025-07-19 19:38:10";"25796-1";" Estado a Inactivo,"
"2025-07-19 19:38:10";"25796-2";" Estado Registro Invima a Vigente, Principio Activo a PAMOATO DE PIRANTEL  EQUIVALENTE A PIRANTEL BASE, GRUPO FARMACOLOGICO a ANTIHELMINTICOS, Sistema Organico a PRODUCTOS ANTIPARASITARIOS, Forma Farmaceutica a SUSPENSIONES,"
"2025-07-19 19:38:10";"25796-3";" Embalaje a Caja con 1 frasco PEAD x 15mL + tapa en polipropileno y banda de seguridad. , Estado Registro Invima a Vigente, Principio Activo a PAMOATO DE PIRANTEL  EQUIVALENTE A PIRANTEL BASE, GRUPO FARMACOLOGICO a ANTIHELMINTICOS, Sistema Organico a PRODUCTOS ANTIPARASITARIOS, Forma Farmaceutica a SUSPENSIONES,"
"2025-07-19 19:38:11";"25653-3";" Estado Registro Invima a Vigente, Principio Activo a COMPLEJO NO IONICO DE  HIDROXIDO FERRICO POLIMALTOSADO (AMYLOFER 25%) EQUIVALENTE A HIERRO III, Nombre Comercial a HERREX % JARABE, GRUPO FARMACOLOGICO a PREPARADOS ANTIANEMICOS, Sistema Organico a SANGRE Y ORGANOS HEMATOPOYETICOS, Forma Farmaceutica a SOLUCIONES,"
"2025-07-19 19:38:55";"229538-5";" Estado Registro Invima a Vigente, Principio Activo a TEOFILINA  ANHIDRA (  COMO  MICROGRANULOS DE LIBERACION  PROGRAMADA ), GRUPO FARMACOLOGICO a AGENTES CONTRA PADECIMIENTOS OBSTRUCTIVOS DE LAS VIAS RESPIRATORIAS, Sistema Organico a SISTEMA RESPIRATORIO,"
"2025-07-19 19:39:40";"226859-10";" Embalaje a CAJA POR 28 CAPSULAS EN BLISTER PVC-PVDC BLANCO OPACO/ALUMINIO , Estado Registro Invima a Vigente, Principio Activo a LANSOPRAZOL PELLETS 8,5% EQUIVALENTES A 30 MG DE LANSOPRAZOL, GRUPO FARMACOLOGICO a AGENTES PARA EL TRATAMIENTO DE ALTERACIONES CAUSADAS POR ACIDOS, Sistema Organico a TRACTO ALIMENTARIO Y METABOLISMO, Forma Farmaceutica a CAPSULAS DE LIBERACION RETARDADA,"
"2025-07-19 19:40:23";"224719-5";" Estado Registro Invima a Temp. no comerc - Vigente,"
"2025-07-19 19:40:23";"224719-3";" Estado Registro Invima a Temp. no comerc - Vigente,"
"2025-07-19 19:40:24";"224715-6";" Estado Registro Invima a Temp. no comerc - Vigente,"
"2025-07-19 19:40:24";"224715-1";" Estado Registro Invima a Temp. no comerc - Vigente,"
"2025-07-19 19:40:39";"2202-2";" Estado Registro Invima a Negado,"
"2025-07-19 19:40:40";"220027-27";" Embalaje a Caja por 10 viales de vidrio tipo I incoloro, tapon de bromobutilo y agrafe de aluminio tipo Flip off , Estado Registro Invima a Vigente, GRUPO FARMACOLOGICO a ANTIBACTERIANOS PARA USO SISTEMICO, Sistema Organico a ANTIINFECCIOSOS PARA USO SISTEMICO, Forma Farmaceutica a POLVO PARA SOLUCION INYECTABLE,"
"2025-07-19 19:40:57";"21740-4";" Embalaje a CAJA PLEGADIZA POR UN ENVASE CILINDRICO PLASTICO EN POLIETILENO TEREFTALATO (PET) COLOR BLANCO, CON SUBTAPA EN POLIETILENO DE BAJA DENSIDAD (PEBD) COLOR NATURAL Y TAPA PET COLOR ROJO X 30mL., Estado Registro Invima a Vigente, Principio Activo a ACIDO ASCORBICO 76.1 MG + ASCORBATO DE SODIO 35.0 MG  EQUIVALENTES A VITAMINA C, GRUPO FARMACOLOGICO a VITAMINAS, Sistema Organico a TRACTO ALIMENTARIO Y METABOLISMO, Forma Farmaceutica a SOLUCIONES,"
"2025-07-19 19:41:06";"215610-1";" Estado Registro Invima a Temp. no comerc - Vigente,"
"2025-07-19 19:41:31";"210191-4";" Estado Registro Invima a Vigente, GRUPO FARMACOLOGICO a ANTIHISTAMINICOS PARA USO SISTEMICO, Sistema Organico a SISTEMA RESPIRATORIO, Forma Farmaceutica a SOLUCIONES,"
"2025-07-19 19:41:46";"207411-3";" Estado Registro Invima a Vigente, Principio Activo a ACETAMINOFEN, GRUPO FARMACOLOGICO a ANALGESICO, Sistema Organico a SISTEMA NERVIOSO, Forma Farmaceutica a SOLUCIONES,"
"2025-07-19 19:41:46";"207411-5";" Estado Registro Invima a Vigente, Principio Activo a ACETAMINOFEN, GRUPO FARMACOLOGICO a ANALGESICO, Sistema Organico a SISTEMA NERVIOSO, Forma Farmaceutica a SOLUCIONES,"
"2025-07-19 19:41:50";"20679-6";" Embalaje a CAJA PLEGADIZA CON FRASCO PET AMBAR POR 100 ML, CON TAPA EN POLIPROPILENO BLANCA , Estado Registro Invima a Vigente, Principio Activo a SULFAMETOXAZOL (EXCESO 4%)/ TRIMETOPRIM MICRONIZADO EQUIVALENTE TRIMETOPRIM (EXCESO 4%), cantidad a 4/ 0.8, Nombre Comercial a TRIMETOPRIM SULFA 40MG / 200MG / 5ML SUSPENSION , GRUPO FARMACOLOGICO a ANTIBACTERIANOS PARA USO SISTEMICO, Sistema Organico a ANTIINFECCIOSOS PARA USO SISTEMICO, Forma Farmaceutica a SUSPENSIONES,"
"2025-07-19 19:42:04";"20293197";" Forma Farmaceutica a ,"
"2025-07-19 19:42:05";"20290623";" Forma Farmaceutica a ,"
"2025-07-19 19:42:05";"20284606";" Forma Farmaceutica a ,"
"2025-07-19 19:42:06";"20280596";" Forma Farmaceutica a ,"
"2025-07-19 19:42:06";"20280590";" Forma Farmaceutica a ,"
"2025-07-19 19:42:07";"20279558";" Forma Farmaceutica a ,"
"2025-07-19 19:42:07";"20277653";" Forma Farmaceutica a ,"
"2025-07-19 19:42:07";"20277475";" Forma Farmaceutica a ,"
"2025-07-19 19:42:09";"20274464";" Forma Farmaceutica a ,"
"2025-07-19 19:42:09";"20273411";" Forma Farmaceutica a ,"
"2025-07-19 19:42:09";"20267409";" Forma Farmaceutica a ,"
"2025-07-19 19:42:10";"20260699";" Forma Farmaceutica a ,"
"2025-07-19 19:42:10";"20260655";" Forma Farmaceutica a ,"
"2025-07-19 19:42:12";"20258027";" Forma Farmaceutica a ,"
"2025-07-19 19:42:13";"20243174";" Forma Farmaceutica a ,"
"2025-07-19 19:42:14";"20242801";" Forma Farmaceutica a ,"
"2025-07-19 19:42:14";"20239948";" Forma Farmaceutica a ,"
"2025-07-19 19:42:15";"20239309";" Forma Farmaceutica a ,"
"2025-07-19 19:42:15";"20237638";" Forma Farmaceutica a ,"
"2025-07-19 19:42:16";"20236366";" Forma Farmaceutica a ,"
"2025-07-19 19:42:17";"20235223";" Forma Farmaceutica a ,"
"2025-07-19 19:42:17";"20234571";" Forma Farmaceutica a ,"
"2025-07-19 19:42:17";"20234551";" Forma Farmaceutica a ,"
"2025-07-19 19:42:19";"20232620";" Forma Farmaceutica a ,"
"2025-07-19 19:42:19";"20231534";" Forma Farmaceutica a ,"
"2025-07-19 19:42:20";"20230572";" Forma Farmaceutica a ,"
"2025-07-19 19:42:20";"20229953-1";" Estado Registro Invima a Vigente, Nombre Comercial a OPTICEL% 0,4% SOLUCION OFTALMICA, GRUPO FARMACOLOGICO a OFTALMOLOGICOS, Sistema Organico a ORGANOS DE LOS SENTIDOS, Forma Farmaceutica a SIN CLASIFICAR,"
"2025-07-19 19:42:21";"20227658";" Forma Farmaceutica a ,"
"2025-07-19 19:42:22";"20223087";" Forma Farmaceutica a ,"
"2025-07-19 19:42:22";"20222334";" Forma Farmaceutica a ,"
"2025-07-19 19:42:23";"20220833";" Forma Farmaceutica a ,"
"2025-07-19 19:42:23";"20220665";" Forma Farmaceutica a ,"
"2025-07-19 19:42:23";"20218948";" Forma Farmaceutica a ,"
"2025-07-19 19:42:24";"20217175";" Forma Farmaceutica a ,"
"2025-07-19 19:42:24";"20216613";" Forma Farmaceutica a ,"
"2025-07-19 19:42:26";"20210616";" Forma Farmaceutica a ,"
"2025-07-19 19:42:27";"20208934";" Forma Farmaceutica a ,"
"2025-07-19 19:42:27";"20208299-1";" Embalaje a 2A1003591010100 Acido clavulanico 125 mg/amoxicilina 500 mg tabletas de liberacion no modificada oral (Amoxicladelt) tableta 1u/caja x 14. Caja plegadiza por 14 tabletas, contiene 2 blister de PVC y papel de aluminio, cada blister por 7 tabletas., Estado Registro Invima a Vigente, Principio Activo a AMOXICILINA TRIHIDRATO EQUIVALENTE A AMOXICILINA/ CLAVULANATO DE POTASIO Y CELULOSA MICROCRISTALINA (1:1) EQUIVALENTE A ACIDO CLAVULANICO, cantidad a 500/ 125, Nombre Comercial a AMOXICLADELT% TABLETAS 625 MG, GRUPO FARMACOLOGICO a ANTIBACTERIANOS PARA USO SISTEMICO, Sistema Organico a ANTIINFECCIOSOS PARA USO SISTEMICO,"
"2025-07-19 19:42:28";"20206665";" Forma Farmaceutica a ,"
"2025-07-19 19:42:28";"20206149-7";" Embalaje a 1V1031821002106 VILDAGLIPTINA 50,0000 mg TABLETAS DE LIBERACION NO MODIFICADA ORAL (WILLOW&W-LIPTINA) TABLETA 1,0000U / CAJA X 60. Caja plegadiza conteniendo 60 tabletas en 4 blister Alu/Alu por 15 tabletass cada uno.  , Estado Registro Invima a Vigente, GRUPO FARMACOLOGICO a FARMACOS USADOS EN DIABETES, Sistema Organico a TRACTO ALIMENTARIO Y METABOLISMO,"
"2025-07-19 19:42:29";"20205955";" Forma Farmaceutica a ,"
"2025-07-19 19:42:29";"20205099";" Forma Farmaceutica a ,"
"2025-07-19 19:42:30";"20204361-1";" Forma Farmaceutica a ,"
"2025-07-19 19:42:31";"20202847-2";" Embalaje a Caja que contiene 1 frasco de vidrio ambar tipo III, por 10 mL, tapa de polipropileno blanca, con anillo de seguridad blanco PEBD, inserto gotero PEBD, color blanco. IUM 1C1038001000101. COLECALCIFEROL 5,6000 mg OTRAS SOLUCIONES ORAL (DENSIMET) FRASC, Estado Registro Invima a Vigente, Nombre Comercial a DENSIMET % 5600 UI / ML SOLUCION ORAL, GRUPO FARMACOLOGICO a VITAMINAS, Sistema Organico a TRACTO ALIMENTARIO Y METABOLISMO, Forma Farmaceutica a SOLUCIONES,"
"2025-07-19 19:42:32";"20202638-1";" Embalaje a 1C1036561000100. CAJA PLEGADIZA CON 1 VIAL DE VIDRIO AMBAR POR 2 mL., Estado Registro Invima a Vigente, Principio Activo a COLECALCIFEROL (VITAMINA D3) 2,5 MG EQUIVALENTES A, Nombre Comercial a GIRALMET% 100.000 UI, GRUPO FARMACOLOGICO a VITAMINAS, Sistema Organico a TRACTO ALIMENTARIO Y METABOLISMO, Forma Farmaceutica a SOLUCIONES,"
"2025-07-19 19:42:33";"20202309-2";" Embalaje a 1F1037751002101 - FLUVOXAMINA 100,0000 mg TABLETAS DE LIBERACION NO MODIFICADA ORAL (ANSIVOX) TABLETA 1,0000U / CAJA X 30 - CAJA X 30 - BLISTER EN PVC/PVDC TRANSPARENTE/ALUMINIO POR 30 TABLETAS EN CAJA PLEGADIZA, Estado Registro Invima a Vigente, Nombre Comercial a ANSIVOX% 100 MG TABLETAS RECUBIERTAS , GRUPO FARMACOLOGICO a PSICOANALEPTICOS, Sistema Organico a SISTEMA NERVIOSO,"
"2025-07-19 19:42:33";"20201958-2";" Embalaje a 1T1029391002101- TICAGRELOR 90,0000 mg TABLETAS DE LIBERACION NO MODIFICADA ORAL (VASOGRELOR) TABLETA 1,0000U / CAJA X 30 - BLISTER EN PVC/PVDC TRANSPARENTE/ALUMINIO POR 30 TABLETAS EN CAJA PLEGADIZA  , Estado Registro Invima a Vigente, Nombre Comercial a VASOGRELOR% 90 MG TABLETAS RECUBIERTAS, GRUPO FARMACOLOGICO a AGENTES ANTITROMBOTICOS, Sistema Organico a SANGRE Y ORGANOS HEMATOPOYETICOS,"
"2025-07-19 19:42:34";"20201691-2";" Embalaje a 1T1001671025101 TADALAFILO 20,00 mg TABLETAS DE LIBERACION NO MODIFICADA ORAL TABLETA 1,0000U / CAJA X 4  tabletas recubiertas en blister de aluminio + plastico incoloro  , Estado Registro Invima a Vigente, GRUPO FARMACOLOGICO a PRODUCTOS DE USO UROLOGICO, Sistema Organico a SISTEMA GENITOURINARIO Y HORMONAS SEXUALES,"
"2025-07-19 19:42:34";"20200482";" Forma Farmaceutica a ,"
"2025-07-19 19:42:35";"20200366-6";" Embalaje a 1A1025511003105. CAJA POR 100 TABLETAS RECUBIERTAS EN BLISTER PVC/PVDC TRANSPARENTE - ALUMINIO POR 10 TABLETAS RECUBIERTAS C/U., Estado Registro Invima a Vigente, Principio Activo a ATORVASTATINA CALCICA TRIHIDRATO 86,6 MG EQUIVALENTE A ATORVASTATINA, GRUPO FARMACOLOGICO a AGENTES QUE REDUCEN LOS LIPIDOS SERICOS, Sistema Organico a SISTEMA CARDIOVASCULAR, Forma Farmaceutica a TABLETAS CON O SIN RECUBR. QUE NO MODIFIQUEN LIBERACION FARMACO,"
"2025-07-19 19:42:35";"20200150-1";" Embalaje a Caja por 100 Tabletas -10 Blister  Aluminio/PVC con 10 tabletas c/u, Estado Registro Invima a Vigente, Nombre Comercial a IBUPRODELT%  TABLETA 400 MG , GRUPO FARMACOLOGICO a PRODUCTOS ANTIINFLAMATORIOS Y ANTIRREUMATICOS, Sistema Organico a SISTEMA MUSCULOESQUELETICO, Forma Farmaceutica a SIN CLASIFICAR,"
"2025-07-19 19:42:36";"20199720";" Forma Farmaceutica a ,"
"2025-07-19 19:42:37";"20199319-1";" Estado Registro Invima a Vigente, Principio Activo a **COMPRESO PAP 90 CPF 361,11 MG EQUIVALENTE A ACETAMINOFEN . ** (COMPONENTES COMPRESO PAP 90 CPF ( ACETAMINOFEN 90%, ALMIDON PREGELATINIZADO 7.10%, PVP K-30 1.40%, CROSPOVIDONA 1.00%, ACIDO ESTEARICO 0.50%)/ CAFEINA ANHIDRA., cantidad a 325/ 65, GRUPO FARMACOLOGICO a ANALGESICO, Sistema Organico a SISTEMA NERVIOSO,"
"2025-07-19 19:42:37";"20198408";" Forma Farmaceutica a ,"
"2025-07-19 19:42:38";"20198048";" Forma Farmaceutica a ,"
"2025-07-19 19:42:40";"20197193-2";" Embalaje a CAJA PLEGADIZA EN 2 BLISTER PVC/PE/PVDC BLANCO ALUMINIO POR 15 TABLETAS RECUBIERTAS POR 10 mg  C/U, Estado Registro Invima a Vigente, GRUPO FARMACOLOGICO a ANTIHIPERTENSIVOS, Sistema Organico a SISTEMA CARDIOVASCULAR, Forma Farmaceutica a TABLETAS CON O SIN RECUBR. QUE NO MODIFIQUEN LIBERACION FARMACO,"
"2025-07-19 19:42:41";"20196673";" Forma Farmaceutica a ,"
"2025-07-19 19:42:41";"20196616-1";" Embalaje a 1C1010921004100 Clobetasol 0,05 g crema topica (Laproff) tubo 30 g / caja x 1. Caja con tubo colapsible laminado x 30 g, tapa en polipropileno color blanco (con inserto)., Estado Registro Invima a Vigente, GRUPO FARMACOLOGICO a PREPARADOS DERMATOLOGICOS CON CORTICOSTEROIDES, Sistema Organico a DERMATOLOGICOS,"
"2025-07-19 19:42:42";"20195803";"Fecha Vencimiento Invima a 2030-07-08, Nombre Comercial a ALIMENTO PARA PROPOSITOS MEDICOS ESPECIALES, FORMULA LIQUIDA, NORMOCALORICA, POLIMERICA, HIPERPROTEICA A BASE DE MALTODEXTRINA CON PROTEINA DE CASEINATOS DE CALCIO Y SODIO, L-ARGININA, MEZCLA DE LIPIDOS CON TRIGLICERIDOS DE CADENA MEDIA Y ACEITE DE PESCADO, NUCLEOTIDOS, VITAMINAS Y MINERALES, PARA ADULTOS CON DESNUTRICION PROTEICO CALORICA MODERADA O SEVERA, QUE REQUIEREN ALIMENTACION ORAL O POR SONDA, ASOCIADA A: PRE, PERI Y POSTOPERATORIO DE CIRUGIAS ONCOLOGICAS DEL SISTEMA GASTROINTESTINAL PANCREATICODUODENECTOMIA, GASTRECTOMIAS Y CIRUGIAS COLORRECTALES), CIRUGIAS ONCOLOGICAS DE CABEZA Y CUELLO, CIRUGIAS CARDIACAS, CIRUGIAS DE CADERA, CIRUGIAS GASTROINTESTINALES MAYORES, QUEMADURAS GRADO III Y IV, CANCER EN ESTADIOS III Y IV EN TRATAMIENTO DE RADIOTERAPIA O QUIMIOTERAPIA (CANCER DE MAMA, CABEZA Y CUELLO, VEJIGA, PROSTATA, COLON, PANCREAS, ESOFAGO, ESTOMAGO, RECTO), QUE NO LOGRAN SUPLIR SUS REQUERIMIENTOS NUTRICIONALES CON UNA ALIMENTACION NORMAL O MODIFICADA - IMPACT% SABORES DURAZNO, TORTA DE LIMON, VAINILLA, BANANO., Forma Farmaceutica a ,"
"2025-07-19 19:42:43";"20195755";" Forma Farmaceutica a ,"
"2025-07-19 19:42:44";"20194630";" Forma Farmaceutica a ,"
"2025-07-19 19:42:45";"20194427";" Forma Farmaceutica a ,"
"2025-07-19 19:42:46";"20194176-5";" Embalaje a 1A1003231015104 - AZITROMICINA 500,0000 mg TABLETAS DE LIBERACION NO MODIFICADA ORAL (LAPROFF) TABLETA 1,0000U / CAJA X 60 - BLISTER PVC/ALUMINIO POR 60 TABLETAS EN CAJA PLEGADIZA, Estado Registro Invima a Vigente, GRUPO FARMACOLOGICO a ANTIBACTERIANOS PARA USO SISTEMICO, Sistema Organico a ANTIINFECCIOSOS PARA USO SISTEMICO,"
"2025-07-19 19:42:46";"20194071";" Forma Farmaceutica a ,"
"2025-07-19 19:42:47";"20193579";" Forma Farmaceutica a ,"
"2025-07-19 19:42:47";"20193080";" Forma Farmaceutica a ,"
"2025-07-19 19:42:47";"20193049-1";" Embalaje a 1V1031821003100 - VILDAGLIPTINA 50 mg TABLETAS DE LIBERACION NO MODIFICADA ORAL (VILZER) TABLETA 1U / CAJA X 30- CAJA POR 30 TABLETAS EN  BLISTER ALUMINIO BASE CON DESECANTE/ ALUMINIO   POR  3 BLISTERS DE 10 TABLETAS C/U., Estado Registro Invima a Vigente, GRUPO FARMACOLOGICO a FARMACOS USADOS EN DIABETES, Sistema Organico a TRACTO ALIMENTARIO Y METABOLISMO,"
"2025-07-19 19:42:48";"20192622-1";" Embalaje a TABLETAS POR 5 mg EN FRASCO PEAD BLANCO, CON TAPA EN POLIPROPILENO, POR 50 TABLETAS; EMPACADAS EN CAJA PLEGADIZA. , Estado Registro Invima a Vigente, Nombre Comercial a KORTAFGOR% 5 MG TABLETAS, GRUPO FARMACOLOGICO a CORTICOSTEROIDES PARA USO SISTEMICO, Sistema Organico a PREPARADOS HORMONALES SISTEMICOS,"
"2025-07-19 19:42:50";"20190946-4";" Embalaje a (2C1008131012103 - CODEINA 30,0000 mg/PARACETAMOL 325,0000 mg TABLETAS DE LIBERACION NO MODIFICADA ORAL (LAPROFF) TABLETA 1,0000U / CAJA X 300)/ Caja por 300  por 30 tabletas en blister PVC/Aluminio. 30  blister por 10 tabletas    , Estado Registro Invima a Vigente, Principio Activo a ACETAMINOFEN CD 90% 361,11 MG EQUIVALENTE A  ACETAMINOFEN/ CODEINA FOSFATO HEMIHIDRATO, cantidad a 325/ 30, Nombre Comercial a ACETAMINOFEN 325 MG + FOSFATO DE CODEINA 30 MG TABLETAS, GRUPO FARMACOLOGICO a ANALGESICO, Sistema Organico a SISTEMA NERVIOSO, Forma Farmaceutica a TABLETAS CON O SIN RECUBR. QUE NO MODIFIQUEN LIBERACION FARMACO,"
"2025-07-19 19:42:52";"20189016-1";" Embalaje a 1B1007701007100:BRIMONIDINA 2 mg OTRAS SOLUCIONES  OFTALMICA (GLAUCODINA) FRASCO 5,0000ml / CAJA X1 (Caja con Frasco gotero PEBD por  5 mL y tapa en Polipropileno (PP))  , Estado Registro Invima a Vigente, Nombre Comercial a GLAUCODINA% , GRUPO FARMACOLOGICO a OFTALMOLOGICOS, Sistema Organico a ORGANOS DE LOS SENTIDOS,"
