Fecha;Cum;Cambios
"2023-10-23 12:05:29";"64092-1";" Embalaje a CAJA CON UN VIAL DE VIDRIO TIPO I TRANSPARENTE CON LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE + UN VIAL DE SOLVENTE + SET DE INFUSION COMPUESTO POR (JERINGA, MIX 2 VIAL CON REGISTRO INVIMA 2018DM-0018368, AGUJA DE MARIPOSA CON TUBO, PVC (BUT,"
"2023-10-23 12:05:29";"63503-1";" Embalaje a FRASCO DE VIDRIO TIPO III AMBAR CON TAPA Y TAPON GOTERO EN PEAD POR 20mL, Nombre Comercial a RIVOTRIL SOLUCION ORAL 2.5 MG/ML,"
"2023-10-23 12:05:31";"6328-1";" Embalaje a Caja con un frasco de vidrio ambar tipo III por 120 mL con tapa blanca de aluminio tipo pilfer proff. y cuchara dosificadora de poliestireno cristal transparente.,"
"2023-10-23 12:05:31";"6328-2";" Embalaje a Caja con un frasco de vidrio ambar tipo III por 60 mL con tapa de polipropileno blanca con linner de EVA (Etileno vinil acetato) azul y cuchara dosificadora de poliestireno cristal transparente.,"
"2023-10-23 12:05:32";"6326-1";" Principio Activo a PRAVASTATINA SODICA, Nombre Comercial a PRAVASTATINA SODICA 10 MG,"
"2023-10-23 12:05:32";"6040-1";" Embalaje a CAJA DE CARTON CON AMPOLLA DE VIDRIO TRANSPARENTE TIPO I  X 2 ML .,"
"2023-10-23 12:05:34";"60069-1";" Embalaje a Frasco de vidrio ambar tipo III por 60 mL con tapa de polipropileno blanca. , Nombre Comercial a CEFALEXINA POLVO PARA RECONSTITUIR A SUSPENSION ORAL 250MG/5ML,"
"2023-10-23 12:05:39";"59395-1";" Embalaje a ECaja de Carton  con un Franco Pet ambar por 60mL con tapa plastica de polipropileno y cuchara dosificadora en poliestireno cristal.,"
"2023-10-23 12:05:40";"59336-3";" Embalaje a CAJA POR 7 CAPSULAS EN BLISTER PVDC INCOLORO Y PAPEL ALUMINIO POR 7 CAPSULAS CADA UNO,"
"2023-10-23 12:05:40";"59336-4";" Embalaje a CAJA POR 14 CAPSULAS EN BLISTER PVDC INCOLORO Y PAPEL ALUMINIO POR 7 CAPSULAS CADA UNO,"
"2023-10-23 12:05:40";"59336-5";" Embalaje a CAJA POR 28 CAPSULAS EN BLISTER PVDC INCOLORO Y PAPEL ALUMINIO POR 7 CAPSULAS CADA UNO,"
"2023-10-23 12:05:40";"59336-6";" Embalaje a CAJA POR 2 CAPSULAS EN BLISTER PVDC INCOLORO Y PAPEL ALUMINIO,"
"2023-10-23 12:05:40";"59330-3";" Embalaje a CAJA DE CARTON CON FRASCO PET AMBAR POR 15 ML, TAPA PLASTICA EN POLIPROPILENO.Y CUCHARA DOSIFICADORA,"
"2023-10-23 12:05:40";"59330-6";" Embalaje a FRASCO PET AMBAR POR 20 ML, TAPA PLASTICA EN POLIPROPILENO.Y CUCHARA DOSIFICADORA,"
"2023-10-23 12:05:40";"59330-7";" Embalaje a CAJA DE CARTON CON FRASCO PET AMBAR POR 60 ML, TAPA PLASTICA EN POLIPROPILENO.Y CUCHARA DOSIFICADORA,"
"2023-10-23 12:05:40";"59330-8";" Embalaje a FRASCO PET AMBAR POR 100 ML, TAPA PLASTICA EN POLIPROPILENO.Y CUCHARA DOSIFICADORA,"
"2023-10-23 12:05:41";"59330-9";" Embalaje a FRASCO PET AMBAR POR 120 ML, TAPA PLASTICA EN POLIPROPILENO.Y CUCHARA DOSIFICADORA,"
"2023-10-23 12:05:41";"59227-1";" Principio Activo a ACETAMINOFEN/ CODEINA FOSFATO USP, Nombre Comercial a ACETAMINOFEN 325MG + FOSFATO DE CODEINA 30 MG TABLETAS,"
"2023-10-23 12:05:41";"59227-2";" Principio Activo a ACETAMINOFEN/ CODEINA FOSFATO USP, Nombre Comercial a ACETAMINOFEN 325MG + FOSFATO DE CODEINA 30 MG TABLETAS,"
"2023-10-23 12:05:41";"59227-3";" Principio Activo a ACETAMINOFEN/ CODEINA FOSFATO USP, Nombre Comercial a ACETAMINOFEN 325MG + FOSFATO DE CODEINA 30 MG TABLETAS,"
"2023-10-23 12:05:41";"59227-4";" Principio Activo a ACETAMINOFEN/ CODEINA FOSFATO USP, Nombre Comercial a ACETAMINOFEN 325MG + FOSFATO DE CODEINA 30 MG TABLETAS,"
"2023-10-23 12:05:41";"59227-5";" Principio Activo a ACETAMINOFEN/ CODEINA FOSFATO USP, Nombre Comercial a ACETAMINOFEN 325MG + FOSFATO DE CODEINA 30 MG TABLETAS,"
"2023-10-23 12:05:43";"59096-1";" Embalaje a Caja x 50 CAPSULAS DURAS, en blister PVC incoloro transparente/Aluminio por 10 CAPSULAS DURAS cada uno.,"
"2023-10-23 12:05:43";"59096-2";" Embalaje a Caja x 10 CAPSULAS DURAS, en blister PVC incoloro transparente/Aluminio por 10 CAPSULAS DURAS.,"
"2023-10-23 12:05:43";"59096-3";" Embalaje a Caja x 20 CAPSULAS DURAS, en blister PVC incoloro transparente/Aluminio por 10 CAPSULAS DURAS cada uno.,"
"2023-10-23 12:05:43";"59096-4";" Embalaje a Caja x 30 CAPSULAS DURAS, en blister PVC incoloro transparente/Aluminio por 10 CAPSULAS DURAS cada uno.,"
"2023-10-23 12:05:43";"59096-5";" Embalaje a Caja x 40 CAPSULAS DURAS, en blister PVC incoloro transparente/Aluminio por 10 CAPSULAS DURAS cada uno.,"
"2023-10-23 12:05:43";"59093-1";" Forma Farmaceutica a POLVO PARA SUSPENSION ORAL,"
"2023-10-23 12:05:43";"59093-2";" Forma Farmaceutica a POLVO PARA SUSPENSION ORAL,"
"2023-10-23 12:05:43";"59093-3";" Forma Farmaceutica a POLVO PARA SUSPENSION ORAL,"
"2023-10-23 12:05:44";"58951-1";" Embalaje a CAJA CON FRASCO DE VIDRIO AMBAR, CON TAPA PILFER PROFF Y GOTERO PLASTICO X 50 ML.,"
"2023-10-23 12:05:44";"58951-2";" Embalaje a CAJA CON FRASCO DE VIDRIO AMBAR, CON TAPA PILFER PROFF Y GOTERO PLASTICO X 30 ML.,"
"2023-10-23 12:05:45";"58935-1";" Principio Activo a ACIDO RETINOICO (TRETINOINA)/ HIDROQUINONA, Nombre Comercial a BETARRETIN® H LOCION,"
"2023-10-23 12:05:46";"58931-1";" Embalaje a CAJA POR 5 PARCHES TRANSDERMICOS EMPACADOS INDIVIDUALMENTE EN 5 BOLSAS CONFORMADAS POR UNA LAMINA DE TEREFTALATO DE POLIETILENO DE BAJA DENSIDAD, HOJA DE ALUMINIO, ADHESIVO Y PELICULA DE ACRILONITRILO., Principio Activo a FENTANILO CON UNA LIBERACION NOMINAL DE 100µG EN 1 HORA.,"
"2023-10-23 12:05:46";"58930-1";" Embalaje a CAJA POR 5 PARCHES TRANSDERMICOS EMPACADOS INDIVIDUALMENTE EN 5 BOLSAS CONFORMADAS POR UNA LAMINA DE TEREFTALATO DE POLIETILENO DE BAJA DENSIDAD, HOJA DE ALUMINIO, ADHESIVO Y PELICULA DE ACRILONITRILO., Principio Activo a FENTANILO CON UNA LIBERACION NOMINAL DE 75µG EN 1 HORA.,"
"2023-10-23 12:05:46";"58930-2";" Principio Activo a FENTANILO CON UNA LIBERACION NOMINAL DE 75µG EN 1 HORA.,"
"2023-10-23 12:05:49";"58816-1";" Embalaje a Frasco por 250mL en polietilen naftalato ambar, con tapa pilfer proof en aluminio con linner de polycone.,"
"2023-10-23 12:05:49";"58816-2";" Embalaje a Frasco por 250 mL en polietilen naftalato ambar en tapa quick fill con linner de polietileno.,"
"2023-10-23 12:05:51";"58682-1";" Embalaje a CAJA POR 10 TABLETAS, BLISTER LAMINADO PVDC/PE/PVC INCOLORO/ALUMINIO,"
"2023-10-23 12:05:53";"58452-2";" Embalaje a  MUESTRA MEDICA:  FRASCO EN  PEBD X 15 ML.,"
"2023-10-23 12:05:56";"58111-1";" Principio Activo a VITAMINA C (ACIDO ASCORBICO 220 MG + ASCORBATO DE SODIO 315 MG EQUIVALENTE A 280 MG DE ACIDO ASCORBICO) TOTAL DE ACIDO ASCORBICO,"
"2023-10-23 12:05:56";"58111-2";" Principio Activo a VITAMINA C (ACIDO ASCORBICO 220 MG + ASCORBATO DE SODIO 315 MG EQUIVALENTE A 280 MG DE ACIDO ASCORBICO) TOTAL DE ACIDO ASCORBICO,"
"2023-10-23 12:05:56";"58111-4";" Principio Activo a VITAMINA C (ACIDO ASCORBICO 220 MG + ASCORBATO DE SODIO 315 MG EQUIVALENTE A 280 MG DE ACIDO ASCORBICO) TOTAL DE ACIDO ASCORBICO,"
"2023-10-23 12:05:56";"58111-5";" Principio Activo a VITAMINA C (ACIDO ASCORBICO 220 MG + ASCORBATO DE SODIO 315 MG EQUIVALENTE A 280 MG DE ACIDO ASCORBICO) TOTAL DE ACIDO ASCORBICO,"
"2023-10-23 12:05:56";"58111-7";" Principio Activo a VITAMINA C (ACIDO ASCORBICO 220 MG + ASCORBATO DE SODIO 315 MG EQUIVALENTE A 280 MG DE ACIDO ASCORBICO) TOTAL DE ACIDO ASCORBICO,"
"2023-10-23 12:05:56";"58111-8";" Principio Activo a VITAMINA C (ACIDO ASCORBICO 220 MG + ASCORBATO DE SODIO 315 MG EQUIVALENTE A 280 MG DE ACIDO ASCORBICO) TOTAL DE ACIDO ASCORBICO,"
"2023-10-23 12:05:56";"58111-10";" Principio Activo a VITAMINA C (ACIDO ASCORBICO 220 MG + ASCORBATO DE SODIO 315 MG EQUIVALENTE A 280 MG DE ACIDO ASCORBICO) TOTAL DE ACIDO ASCORBICO,"
"2023-10-23 12:05:56";"58111-11";" Principio Activo a VITAMINA C (ACIDO ASCORBICO 220 MG + ASCORBATO DE SODIO 315 MG EQUIVALENTE A 280 MG DE ACIDO ASCORBICO) TOTAL DE ACIDO ASCORBICO,"
"2023-10-23 12:05:56";"58111-13";" Principio Activo a VITAMINA C (ACIDO ASCORBICO 220 MG + ASCORBATO DE SODIO 315 MG EQUIVALENTE A 280 MG DE ACIDO ASCORBICO) TOTAL DE ACIDO ASCORBICO,"
"2023-10-23 12:05:56";"58111-14";" Principio Activo a VITAMINA C (ACIDO ASCORBICO 220 MG + ASCORBATO DE SODIO 315 MG EQUIVALENTE A 280 MG DE ACIDO ASCORBICO) TOTAL DE ACIDO ASCORBICO,"
"2023-10-23 12:05:56";"58111-15";" Principio Activo a VITAMINA C (ACIDO ASCORBICO 220 MG + ASCORBATO DE SODIO 315 MG EQUIVALENTE A 280 MG DE ACIDO ASCORBICO) TOTAL DE ACIDO ASCORBICO,"
"2023-10-23 12:05:56";"58111-16";" Principio Activo a VITAMINA C (ACIDO ASCORBICO 220 MG + ASCORBATO DE SODIO 315 MG EQUIVALENTE A 280 MG DE ACIDO ASCORBICO) TOTAL DE ACIDO ASCORBICO,"
"2023-10-23 12:05:56";"58111-20";" Principio Activo a VITAMINA C (ACIDO ASCORBICO 220 MG + ASCORBATO DE SODIO 315 MG EQUIVALENTE A 280 MG DE ACIDO ASCORBICO) TOTAL DE ACIDO ASCORBICO,"
"2023-10-23 12:05:56";"58111-19";" Principio Activo a VITAMINA C (ACIDO ASCORBICO 220 MG + ASCORBATO DE SODIO 315 MG EQUIVALENTE A 280 MG DE ACIDO ASCORBICO) TOTAL DE ACIDO ASCORBICO,"
"2023-10-23 12:05:58";"58073-1";" Embalaje a Caja por un Frasco de Polietileno Tereftalato (PET) Ambar por 120 mL de Suspension con Tapa Plastica Blanca de Seguridad en Polipropileno (PP) con Liner y con Cuchara Dosificadora Plastica Transparente., Nombre Comercial a IBUPROFENO 100 MG / 5 ML SUSPENSION ,"
"2023-10-23 12:05:58";"58073-2";" Embalaje a Caja por un Frasco de Polietileno Tereftalato (PET) Ambar por 90 de Suspension con Tapa Plastica Blanca de Seguridad en Polipropileno (PP) con Liner y con Cuchara Dosificadora Plastica Transparente., Nombre Comercial a IBUPROFENO 100 MG / 5 ML SUSPENSION ,"
"2023-10-23 12:06:00";"57992-1";" Embalaje a CAJA DE CARTON PROPALCOTE X 10 TABLETAS VAGINALES EN FOIL DE ALUMINIO. CON 10 GUANTES DESECHABLES PARA APLICACION,"
"2023-10-23 12:06:00";"57992-4";" Embalaje a marca institucional: CAJA DE CARTON PROPALCOTE X 10 TABLETAS VAGINALES EN FOIL DE ALUMINIO. CON 10 GUANTES DESECHABLES PARA APLICACION.,"
"2023-10-23 12:06:05";"57642-1";" Principio Activo a ACIDO ACETILSALICILICO,"
"2023-10-23 12:06:05";"57642-3";" Principio Activo a ACIDO ACETILSALICILICO,"
"2023-10-23 12:06:05";"57642-4";" Principio Activo a ACIDO ACETILSALICILICO,"
"2023-10-23 12:06:05";"57642-5";" Principio Activo a ACIDO ACETILSALICILICO,"
"2023-10-23 12:06:07";"56695-1";" Embalaje a CAJA PLEGADIZA POR 100 CAPSULAS EN BLISTER PVC / ALUMINIO POR 10 CAPSULAS C/U.,"
"2023-10-23 12:06:07";"56695-2";" Embalaje a CAJA PLEGADIZA POR 50 CAPSULAS EN BLISTER PVC / ALUMINIO POR 10 CAPSULAS C/U.,"
"2023-10-23 12:06:07";"56622-1";" Principio Activo a POLIESTIRENO  SULFONATO  CALCICO,"
"2023-10-23 12:06:07";"56622-2";" Principio Activo a POLIESTIRENO  SULFONATO  CALCICO,"
"2023-10-23 12:06:09";"56401-1";" Embalaje a Caja plegadiza con 2 jeringas prellenadas de vidrio tipo I con una aguja de acero inoxidable  y tapon de caucho conteniendo 80mg de enoxaparina sodica.,"
"2023-10-23 12:06:09";"56401-2";" Embalaje a Caja plegadiza con 10 jeringas  prellenadas de vidrio tipo I con una aguja de acero inoxidable y tapon de caucho conteniendo 80 mg de enoxaparina sodica.,"
"2023-10-23 12:06:09";"56401-3";" Embalaje a Caja plegadiza con 2 jeringas prellenadas de vidrio tipo I con aguja de acero inoxidable y tapon de caucho conteniendo 80mg de enoxaparina sodica con sistema de seguridad.,"
"2023-10-23 12:06:09";"56401-4";" Embalaje a Caja plegadiza con 10 jeringas prellenadas de vidrio tipo I con aguja de acero inoxidable y tapon de caucho conteniendo 80mg de enoxaparina sodica  con sistema de seguridad.,"
"2023-10-23 12:06:11";"56120-1";" Embalaje a MARCA COMERCIAL: CAJA POR 30 TABLETAS EN BLISTER ALUMINIO/PVC AMBAR 3 BLISTER POR 10 TABLETAS,"
"2023-10-23 12:06:11";"56120-2";" Embalaje a MARCA USO INSTITUCIONAL: CAJA POR 30 TABLETAS EN BLISTER ALUMINIO/PVC AMBAR 3 BLISTER POR 10 TABLETAS,"
"2023-10-23 12:06:11";"56120-3";" Embalaje a MARCA USO INSTITUCIONAL PROHIBIDA SU VENTA: CAJA POR 30 TABLETAS EN BLISTER ALUMINIO/PVC AMBAR 3 BLISTER POR 10 TABLETAS,"
"2023-10-23 12:06:11";"56120-4";" Embalaje a GENERICO COMERCIAL: CAJA POR 30 TABLETAS EN BLISTER ALUMINIO/PVC AMBAR 3 BLISTER POR 10 TABLETAS,"
"2023-10-23 12:06:11";"56120-5";" Embalaje a GENERICO USO INSTITUCIONAL: CAJA POR 30 TABLETAS EN BLISTER ALUMINIO/PVC AMBAR 3 BLISTER POR 10 TABLETAS,"
"2023-10-23 12:06:11";"56120-6";" Embalaje a GENERICO USO INSTITUCIONAL PROHIBIDA SU VENTA: CAJA POR 30 TABLETAS EN BLISTER ALUMINIO/PVC AMBAR 3 BLISTER POR 10 TABLETAS,"
"2023-10-23 12:06:12";"56106-1";" Nombre Comercial a CARBAMAZEPINA 2% SUSPENSION ORAL,"
"2023-10-23 12:06:12";"56106-2";" Nombre Comercial a CARBAMAZEPINA 2% SUSPENSION ORAL,"
"2023-10-23 12:06:12";"56106-3";" Nombre Comercial a CARBAMAZEPINA 2% SUSPENSION ORAL,"
"2023-10-23 12:06:12";"56106-4";" Nombre Comercial a CARBAMAZEPINA 2% SUSPENSION ORAL,"
"2023-10-23 12:06:12";"56106-5";" Nombre Comercial a CARBAMAZEPINA 2% SUSPENSION ORAL,"
"2023-10-23 12:06:14";"55839-1";" Embalaje a CAJA POR 5 AMPOLLAS DE VIDRIO AMBAR TIPO I POR 2 mL.,"
"2023-10-23 12:06:14";"55839-2";" Embalaje a CAJA POR 1 AMPOLLA DE VIDRIO AMBAR TIPO I POR 2 mL.,"
"2023-10-23 12:06:14";"55839-3";" Embalaje a CAJA POR 3 AMPOLLAS DE VIDRIO AMBAR TIPO I POR 2 mL.,"
"2023-10-23 12:06:14";"55829-1";" Embalaje a CAJA CON UN FRASCO DE VIDRIO AMBAR TIPO III x 30 mL, CON TUBO GOTERO DE PEBD Y TAPA PLASTICA.,"
"2023-10-23 12:06:15";"5581-5";" Embalaje a CAJA POR 10 CAPSULAS EN BLISTER ALUMINIO/ALUMINIO,"
"2023-10-23 12:06:16";"55688-6";" Embalaje a CAJA POR 300 TABLETAS RECUBIERTAS EN BLISTER PVC/ALUMINIO POR 10 TABLETAS,"
"2023-10-23 12:06:16";"55669-2";" Embalaje a CAJA X 7 CAPSULAS EN BLISTER ALUMINIO/PVC  POR  7 CAPSULAS C/U,"
"2023-10-23 12:06:16";"55669-3";" Embalaje a CAJA X 14 CAPSULAS EN BLISTER ALUMINIO/PVC POR 7 CAPSULAS C/U.,"
"2023-10-23 12:06:16";"55669-5";" Embalaje a CAJA X 2 CAPSULAS EN BLISTER ALUMINIO/PVC POR  2 CAPSULAS.,"
"2023-10-23 12:06:16";"55669-6";" Embalaje a CAJA X  21 CAPSULAS EN BLISTER ALUMINIO/PVC POR  7 CAPSULAS C/U.,"
"2023-10-23 12:06:16";"55669-7";" Embalaje a CAJA X  28 CAPSULAS EN BLISTER ALUMINIO/PVC POR 7 CAPSULAS C/U.,"
"2023-10-23 12:06:16";"55669-8";" Embalaje a CAJA X 10 CAPSULAS EN BLISTER ALUMINIO/PVC POR 10 CAPSULAS C/U.,"
"2023-10-23 12:06:16";"55669-9";" Embalaje a CAJA X 30 CAPSULAS EN BLISTER ALUMINIO/PVC POR 10 CAPSULAS C/U.,"
"2023-10-23 12:06:16";"55669-10";" Embalaje a CAJA X 2 CAPSULAS EN BLISTER ALUMINIO/ALUMINIO POR 2 CAPSULAS.,"
"2023-10-23 12:06:16";"55669-11";" Embalaje a CAJA X 7 CAPSULAS EN BLISTER ALUMINIO/ALUMINIO POR 7 CAPSULAS C/U.,"
"2023-10-23 12:06:16";"55669-12";" Embalaje a CAJA X 14 CAPSULAS EN BLISTER ALUMINIO/ALUMINIO POR 7 CAPSULAS C/U.,"
"2023-10-23 12:06:16";"55669-13";" Embalaje a CAJA X 21 CAPSULAS EN BLISTER ALUMINIO/ALUMINIO POR 7 CAPSULAS C/U.,"
"2023-10-23 12:06:16";"55669-14";" Embalaje a CAJA X 28 CAPSULAS EN BLISTER ALUMINIO/ALUMINIO POR 7 CAPSULAS C/U.,"
"2023-10-23 12:06:16";"55669-15";" Embalaje a CAJA X 10 CAPSULAS EN BLISTER ALUMINIO/ALUMINIO POR 10 CAPSULAS C/U.,"
"2023-10-23 12:06:16";"55669-16";" Embalaje a CAJA X 30 CAPSULAS EN BLISTER ALUMINIO/ALUMINIO POR 10 CAPSULAS C/U.,"
"2023-10-23 12:06:17";"55598-1";" Embalaje a Uso institucional: caja con Frasco vial  por 200 mL de vidrio incoloro tipo 2 siliconado, con tapon para infusion de clorobutilo gris mate PTFE.,"
"2023-10-23 12:06:17";"55598-2";" Embalaje a Uso institucional: caja con Frasco vial  por 200 mL de vidrio incoloro tipo 2 siliconado, con tapon para infusion de bromobutilo gris siliconizado tipo I.,"
"2023-10-23 12:06:18";"55502-1";" Embalaje a KETOPROFENO 100,0000 mg TABLETAS DE LIBERACION NO MODIFICADA ORAL (GENFAR) TABLETA 1,0000U / Caja x 50, caja por 50 tabletas en blister PVC Transparente/Aluminio por 10 tabletas cada uno  ,"
"2023-10-23 12:06:18";"55502-2";" Embalaje a KETOPROFENO 100,0000 mg TABLETAS DE LIBERACION NO MODIFICADA ORAL (GENFAR) TABLETA 1,0000U / CAJA X 10, Caja por 10 tabletas en blister PVC Transparente/Aluminio por 10 tabletas cada uno.,"
"2023-10-23 12:06:18";"55502-3";" Embalaje a KETOPROFENO 100,0000 mg TABLETAS DE LIBERACION NO MODIFICADA ORAL (GENFAR) TABLETA 1,0000U / CAJA X 30, Caja por 30 tabletas en blister PVC Transparente/Aluminio por 10 tabletas cada uno.,"
"2023-10-23 12:06:19";"55501-2";" Embalaje a INSTITUCIONAL: CAJA PLEGADIZA POR 240 CAPSULAS EN VEINTICUATRO BLISTER PVC-PVDC/ALU POR  10 CAPSULAS C/U,"
"2023-10-23 12:06:19";"55501-3";" Embalaje a INSTITUCIONAL: CAJA PLEGADIZA POR 220 CAPSULAS EN VEINTIDOS BLISTER PVC-PVDC/ALU POR  10 CAPSULAS C/U,"
"2023-10-23 12:06:19";"55501-11";" Embalaje a CAJA PLEGADIZA POR 20 CAPSULAS EN DOS BLISTER PVC-PVDC/ALU POR  10 CAPSULAS C/U,"
"2023-10-23 12:06:19";"55501-16";" Embalaje a CAJA PLEGADIZA POR 30 CAPSULAS EN TRES BLISTER PVC-PVDC/ALU POR  10 CAPSULAS C/U,"
"2023-10-23 12:06:19";"55501-17";" Embalaje a CAJA PLEGADIZA POR 60 CAPSULAS EN DOS BLISTER PVC-PVDC/ALU POR  30 CAPSULAS C/U,"
"2023-10-23 12:06:19";"55501-18";" Embalaje a CAJA PLEGADIZA POR 60 CAPSULAS EN SEIS BLISTER PVC-PVDC/ALU POR  10 CAPSULAS C/U,"
"2023-10-23 12:06:19";"55501-19";" Embalaje a CAJA PLEGADIZA POR 90 CAPSULAS EN NUEVE BLISTER PVC-PVDC/ALU POR  10 CAPSULAS C/U,"
"2023-10-23 12:06:19";"55501-20";" Embalaje a CAJA PLEGADIZA POR 90 CAPSULAS EN TRES BLISTER PVC-PVDC/ALU POR  30 CAPSULAS C/U,"
"2023-10-23 12:06:19";"55501-21";" Embalaje a INSTITUCIONAL: CAJA PLEGADIZA POR 100 CAPSULAS EN DIEZ BLISTER PVC-PVDC/ALU POR  10 CAPSULAS C/U,"
"2023-10-23 12:06:19";"55501-22";" Embalaje a INSTITUCIONAL: CAJA PLEGADIZA POR 120 CAPSULAS EN DOCE BLISTER PVC-PVDC/ALU POR  10 CAPSULAS C/U,"
"2023-10-23 12:06:19";"55501-23";" Embalaje a INSTITUCIONAL: CAJA PLEGADIZA POR 200 CAPSULAS EN VEINTE BLISTER PVC-PVDC/ALU POR  10 CAPSULAS C/U,"
"2023-10-23 12:06:19";"55501-24";" Embalaje a INSTITUCIONAL: CAJA PLEGADIZA POR 300 CAPSULAS EN TREINTA BLISTER PVC-PVDC/ALU POR  10 CAPSULAS C/U,"
"2023-10-23 12:06:19";"55501-25";" Embalaje a INSTITUCIONAL: CAJA PLEGADIZA POR 600 CAPSULAS EN SESENTA BLISTER PVC-PVDC/ALU POR  10 CAPSULAS C/U,"
"2023-10-23 12:06:19";"55501-26";" Embalaje a INSTITUCIONAL: CAJA PLEGADIZA POR 900 CAPSULAS EN NOVENTA BLISTER PVC-PVDC/ALU POR  10 CAPSULAS C/U,"
"2023-10-23 12:06:19";"55499-1";" Estado Registro Invima a Temp. no comercializado - En Tramite Renov,"
"2023-10-23 12:06:19";"55499-2";" Estado Registro Invima a Temp. no comercializado - En Tramite Renov,"
"2023-10-23 12:06:19";"55499-3";" Estado Registro Invima a Temp. no comercializado - En Tramite Renov,"
"2023-10-23 12:06:19";"55499-4";" Estado Registro Invima a Temp. no comercializado - En Tramite Renov,"
"2023-10-23 12:06:19";"55499-5";" Estado Registro Invima a Temp. no comercializado - En Tramite Renov,"
"2023-10-23 12:06:19";"55499-6";" Estado Registro Invima a Temp. no comercializado - En Tramite Renov,"
"2023-10-23 12:06:19";"55499-7";" Estado Registro Invima a Temp. no comercializado - En Tramite Renov,"
"2023-10-23 12:06:19";"55499-8";" Estado Registro Invima a Temp. no comercializado - En Tramite Renov,"
