Fecha;Cum;Cambios
"2025-11-19 19:39:31";"228737-2";" Embalaje a Presentacion de 500 UI: Caja conteniendo 1 vial de vidrio tipo I de 10 mL con tapon de caucho gris de bromobutilo con polvo lioflizado, 1 vial de 5,0 mL con Agua para inyeccion y dispositivo de transferencia Mix 2 vial., Estado Registro Invima a Vigente, Principio Activo a FACTOR VIII DE COAGULACION HUMANO (80 - 120 UI) VALOR NOMINAL 100 UI, Nombre Comercial a BERIATE% POLVO LIOFILIZADO PARA SOLUCION INYECTABLE CON SOLVENTE, GRUPO FARMACOLOGICO a ANTIHEMORRAGICOS, Sistema Organico a SANGRE Y ORGANOS HEMATOPOYETICOS, Forma Farmaceutica a POLVOS,"
"2025-11-19 19:40:28";"225487-9";" Principio Activo a 70.923 MG DE SILDENAFIL CITRATO EQUIVALENTE A SILDENAFIL,"
"2025-11-19 19:40:28";"225487-11";" Principio Activo a 70.923 MG DE SILDENAFIL CITRATO EQUIVALENTE A SILDENAFIL,"
"2025-11-19 19:40:28";"225487-12";" Principio Activo a 70.923 MG DE SILDENAFIL CITRATO EQUIVALENTE A SILDENAFIL,"
"2025-11-19 19:40:28";"225487-13";" Principio Activo a 70.923 MG DE SILDENAFIL CITRATO EQUIVALENTE A SILDENAFIL,"
"2025-11-19 19:40:41";"22511-4";" Estado Registro Invima a Temp. no comerc - Vigente,Fecha Vencimiento Invima a 3000-01-01,"
"2025-11-19 19:40:41";"22511-5";" Estado Registro Invima a Temp. no comerc - Vigente,Fecha Vencimiento Invima a 3000-01-01,"
"2025-11-19 19:40:41";"22511-6";" Estado Registro Invima a Temp. no comerc - Vigente,Fecha Vencimiento Invima a 3000-01-01,"
"2025-11-19 19:40:41";"22511-7";" Estado Registro Invima a Temp. no comerc - Vigente,Fecha Vencimiento Invima a 3000-01-01,"
"2025-11-19 19:40:41";"22511-8";" Estado Registro Invima a Temp. no comerc - Vigente,Fecha Vencimiento Invima a 3000-01-01,"
"2025-11-19 19:41:02";"221793-1";" Estado a Activo,"
"2025-11-19 19:41:02";"221793-2";" Estado a Activo,"
"2025-11-19 19:41:02";"221793-3";" Estado a Activo,"
"2025-11-19 19:41:02";"221793-4";" Estado a Activo,"
"2025-11-19 19:42:06";"208159-6";" Principio Activo a GENTAMICINA SULFATO 96,43 MG EQUIVALENTE A GENTAMICINA BASE,"
"2025-11-19 19:42:06";"208159-10";" Principio Activo a GENTAMICINA SULFATO 96,43 MG EQUIVALENTE A GENTAMICINA BASE,"
"2025-11-19 19:42:30";"20293197";" Forma Farmaceutica a ,"
"2025-11-19 19:42:31";"20290623";" Forma Farmaceutica a ,"
"2025-11-19 19:42:31";"20284606";" Forma Farmaceutica a ,"
"2025-11-19 19:42:32";"20280596";" Forma Farmaceutica a ,"
"2025-11-19 19:42:32";"20280590";" Forma Farmaceutica a ,"
"2025-11-19 19:42:33";"20279558";" Forma Farmaceutica a ,"
"2025-11-19 19:42:33";"20277653";" Forma Farmaceutica a ,"
"2025-11-19 19:42:33";"20277475";" Forma Farmaceutica a ,"
"2025-11-19 19:42:35";"20274464";" Forma Farmaceutica a ,"
"2025-11-19 19:42:35";"20273508-1";" Embalaje a CAJA POR 56 ENVASES MONODOSIS EN POLIETILENO INCOLORO CON TAPA DE DESENROSCAR CONTENIENDO 4 ML DE LA SOLUCION PARA NEBULIZACION C/U, EN SOBREBOLSA  TERMOSOLDADA DE PET/AI/PE, QUE CONTIENE UNA TIRA DE CUATRO (4) ENVASES MONODOSIS.NEBULIZACION C/U, Estado Registro Invima a Vigente, Nombre Comercial a BRAMITOB% , GRUPO FARMACOLOGICO a ANTIBACTERIANOS PARA USO SISTEMICO, Sistema Organico a ANTIINFECCIOSOS PARA USO SISTEMICO, Forma Farmaceutica a SOLUCIONES PARA NEBULIZADORES O INHALADORES,"
"2025-11-19 19:42:35";"20273411";" Forma Farmaceutica a ,"
"2025-11-19 19:42:36";"20267409";" Forma Farmaceutica a ,"
"2025-11-19 19:42:37";"20263856-3";" Embalaje a CAJA PLEGADIZA POR 30 TABLETAS DE LIBERACION PROLONGADA EN BLISTER PVC/PVDC TRANSPARENTE - ALUMINIO POR 10 TABLETAS C/U. , Estado Registro Invima a Vigente, Principio Activo a METOPROLOL SUCCINATO 44,6644 MG EQUIVALENTE A METOPROLOL TARTRATO, GRUPO FARMACOLOGICO a AGENTES BETA-BLOQUEANTES, Sistema Organico a SISTEMA CARDIOVASCULAR,"
"2025-11-19 19:42:37";"20260699";" Forma Farmaceutica a ,"
"2025-11-19 19:42:37";"20260655";" Forma Farmaceutica a ,"
"2025-11-19 19:42:39";"20258027";" Forma Farmaceutica a ,"
"2025-11-19 19:42:40";"20255288-1";" Embalaje a CAJA PLEGADIZA X 30 TABLETAS EN PELICULA TRIPLEX OPACA BLANCA DE  PVC/PE/PVDC CON BLISTER DE PAPEL ALUMINIO LISO. CADA UNO POR 10 TABLETAS RECUBIERTAS., Estado Registro Invima a Vigente, Principio Activo a FOSFATO DE SITAGLIPTINA MONOHIDRATO 64,240 MG EQUIVALENTE A SITAGLIPTINA BASE, Nombre Comercial a SILININ % 50 MG, GRUPO FARMACOLOGICO a FARMACOS USADOS EN DIABETES, Sistema Organico a TRACTO ALIMENTARIO Y METABOLISMO,"
"2025-11-19 19:42:40";"20255287-1";" Embalaje a CAJA PLEGADIZA X 30 TABLETAS EN PELICULA TRIPLEX OPACA BLANCA DE  PVC/PE/PVDC CON BLISTER DE PAPEL ALUMINIO LISO. CADA UNO POR 10 TABLETAS RECUBIERTAS., Estado Registro Invima a Vigente, Principio Activo a FOSFATO DE SITAGLIPTINA MONOHIDRATO 128,480 MG EQUIVALENTE A SITAGLIPTINA BASE, Nombre Comercial a SILININ % 100 MG, GRUPO FARMACOLOGICO a FARMACOS USADOS EN DIABETES, Sistema Organico a TRACTO ALIMENTARIO Y METABOLISMO,"
"2025-11-19 19:42:41";"20254463-1";" Embalaje a caja con frasco de Polietileno HDPE con cierre de polipropileno PP resistente a ninos y revestimiento de sello de induccion x 30 tabletas recubiertas., Estado Registro Invima a Vigente, Nombre Comercial a ERLEADA% TABLETAS RECUBIERTAS 240 MG, GRUPO FARMACOLOGICO a TERAPIA ENDOCRINA, Sistema Organico a AGENTES ANTINEOPLASICOS E INMUNOMODULADORES,"
"2025-11-19 19:42:42";"20251004-3";" Embalaje a Caja plegadiza por 50 tabletas recubiertas en 5 blister de PVC Incoloro/Aluminio. Blister por 10 tabletas recubiertas cada uno, con Inserto. , Estado Registro Invima a Vigente, GRUPO FARMACOLOGICO a ANTIBACTERIANOS PARA USO SISTEMICO, Sistema Organico a ANTIINFECCIOSOS PARA USO SISTEMICO, Forma Farmaceutica a TABLETA,"
"2025-11-19 19:42:42";"20243174";" Forma Farmaceutica a ,"
"2025-11-19 19:42:43";"20242801";" Forma Farmaceutica a ,"
"2025-11-19 19:42:43";"20242335-2";" Embalaje a Caja carton cartulina x 240 capsulas duras en 24 blister en PVC/PVDC Transparente-Aluminio. Cada blister contiene 10 capsulas duras., Estado Registro Invima a Vigente, GRUPO FARMACOLOGICO a ANTIBACTERIANOS PARA USO SISTEMICO, Sistema Organico a ANTIINFECCIOSOS PARA USO SISTEMICO,"
"2025-11-19 19:42:43";"20240895-1";" Embalaje a Caja por 60 tabletas recubiertas en blister aluminio/aluminio (caja por 6 blister, cada blister por 10 tabletas), Estado Registro Invima a Vigente, Nombre Comercial a CALQUENCE% 100 MG TABLETAS RECUBIERTAS, GRUPO FARMACOLOGICO a AGENTES ANTINEOPLASICOS, Sistema Organico a AGENTES ANTINEOPLASICOS E INMUNOMODULADORES, Forma Farmaceutica a TABLETA RECUBIERTA,"
"2025-11-19 19:42:44";"20240733-2";" Embalaje a Caja con 1 vial de vidrio de borosilicato ambar tipo 1 de 10 mL con un tapon de caucho de butilo   laminado con resina fluorada liner en aluminio y tapa flip-off de color amarillo , Estado Registro Invima a Vigente, Principio Activo a TRASTUZUMAB DERUXTECAN, Nombre Comercial a ENHERTU%, GRUPO FARMACOLOGICO a AGENTES ANTINEOPLASICOS, Sistema Organico a AGENTES ANTINEOPLASICOS E INMUNOMODULADORES, Forma Farmaceutica a ,"
"2025-11-19 19:42:44";"20239948";" Forma Farmaceutica a ,"
"2025-11-19 19:42:45";"20239309";" Forma Farmaceutica a ,"
"2025-11-19 19:42:45";"20237638";" Forma Farmaceutica a ,"
"2025-11-19 19:42:46";"20236366";" Forma Farmaceutica a ,"
"2025-11-19 19:42:47";"20235223";" Forma Farmaceutica a ,"
"2025-11-19 19:42:47";"20234571";" Forma Farmaceutica a ,"
"2025-11-19 19:42:47";"20234551";" Forma Farmaceutica a ,"
"2025-11-19 19:42:49";"20232620";" Forma Farmaceutica a ,"
"2025-11-19 19:42:50";"20231534";" Forma Farmaceutica a ,"
"2025-11-19 19:42:50";"20230572";" Forma Farmaceutica a ,"
"2025-11-19 19:42:51";"20227658";" Forma Farmaceutica a ,"
"2025-11-19 19:42:51";"20225262-1";" Embalaje a Caja plegadiza por 30 tabletas recibuertas, envasadas en 3 blisters de PVC transparente - Aluminio con 10 tabletas recubiertas cada uno., Estado Registro Invima a Vigente, GRUPO FARMACOLOGICO a ANTIHIPERTENSIVOS, Sistema Organico a SISTEMA CARDIOVASCULAR,"
"2025-11-19 19:42:52";"202236-2";" Estado a Activo,"
"2025-11-19 19:42:52";"202236-3";" Estado a Activo,"
"2025-11-19 19:42:52";"202236-4";" Estado a Activo,"
"2025-11-19 19:42:52";"202236-5";" Estado a Activo,"
"2025-11-19 19:42:52";"202236-6";" Estado a Activo,"
"2025-11-19 19:42:52";"202236-7";" Estado a Activo,"
"2025-11-19 19:42:52";"202236-8";" Estado a Activo,"
"2025-11-19 19:42:52";"202236-9";" Estado a Activo,"
"2025-11-19 19:42:53";"20223087";" Forma Farmaceutica a ,"
"2025-11-19 19:42:53";"20222334";" Forma Farmaceutica a ,"
"2025-11-19 19:42:54";"20221122-2";" Embalaje a Caja por 50 tabletas recubiertas en blister ALU/OPA/PVC de 10 tabletas + inserto, Estado Registro Invima a Vigente, Principio Activo a ROSUVASTATINA CALCICA (EQUIVALENTE A ROSUVASTATINA BASE), GRUPO FARMACOLOGICO a AGENTES QUE REDUCEN LOS LIPIDOS SERICOS, Sistema Organico a SISTEMA CARDIOVASCULAR, Forma Farmaceutica a TABLETAS CON O SIN RECUBR. QUE NO MODIFIQUEN LIBERACION FARMACO,"
"2025-11-19 19:42:54";"20220833";" Forma Farmaceutica a ,"
"2025-11-19 19:42:54";"20220665";" Forma Farmaceutica a ,"
"2025-11-19 19:42:55";"20218948";" Forma Farmaceutica a ,"
"2025-11-19 19:42:56";"20217278-1";" Estado Registro Invima a Vigente, Principio Activo a BUDESONIDA MICRONIZADA/ BROMURO DE GLICOPIRRONIO MICRONIZADO 9 %G EQUIVALENTE A GLICOPIRRONIO BASE/ FORMOTEROL FUMARATO DIHIDRATO MICRONIZADO EQUIVALENTES A FORMOTEROL FUMARATO 4.8 MCG, cantidad a 160/ 7.2/ 5, Unidad de Medida a %g, Nombre Comercial a BREZTRI% AEROSPHERE, GRUPO FARMACOLOGICO a AGENTES CONTRA PADECIMIENTOS OBSTRUCTIVOS DE LAS VIAS RESPIRATORIAS, Sistema Organico a SISTEMA RESPIRATORIO, Descripcion ATC a FORMOTEROL, BROMURO DE GLICOPIRRONIO Y BUDESONIDA, Forma Farmaceutica a SUSPENSIONES  PARA NEBULIZADORES O INHALADORES,"
"2025-11-19 19:42:56";"20217175";" Forma Farmaceutica a ,"
"2025-11-19 19:42:57";"20216613";" Forma Farmaceutica a ,"
"2025-11-19 19:42:57";"20213253-2";" Embalaje a CAJA POR 56 TABLETAS RECUBIERTAS EN 8 BLISTER OPA/ALU/PVC/ALU POR 7 TABLETAS RECUBIERTAS CADA UNO, Estado Registro Invima a Vigente, Nombre Comercial a ZEJULA% 100 MG TABLETAS RECUBIERTAS,"
"2025-11-19 19:42:58";"20212401-4";" Embalaje a CAJA PLEGADIZA  POR 100 TABLETAS CON BLISTER  DE PVC  TRANSPARENTE/ALUMINIO POR 10 TABLETAS / ACIDO URSODEOXICOLICO 300,0000 mg TABLETAS DE LIBERACION NO MODIFICADA ORAL (URSOX) TABLETA 1,0000U / CAJA X 100, Estado Registro Invima a Vigente, Principio Activo a ACIDO URSODESOXICOLICO, Nombre Comercial a URSOX%, GRUPO FARMACOLOGICO a TERAPIA BILIAR Y HEPATICA, Sistema Organico a TRACTO ALIMENTARIO Y METABOLISMO,"
"2025-11-19 19:42:59";"20211398-2";" Embalaje a BEVACIZUMAB 25,0000 mg OTRAS SOLUCIONES INTRAVENOSA (BEVAX) VIAL 4,0000ml / CAJA X 1, Estado Registro Invima a Vigente, GRUPO FARMACOLOGICO a AGENTES ANTINEOPLASICOS, Sistema Organico a AGENTES ANTINEOPLASICOS E INMUNOMODULADORES, Forma Farmaceutica a ,"
"2025-11-19 19:42:59";"20210616";" Forma Farmaceutica a ,"
"2025-11-19 19:43:00";"20208934";" Forma Farmaceutica a ,"
"2025-11-19 19:43:01";"20208878-3";" Embalaje a 1M1038361000102 Meclozina 25 mg capsulas de liberacion no modificada oral (Vermec) capsula 1u/caja x 14 (inserto). Caja plegadiza por 14 capsulas blandas en blister PVC/PE/PVDC transparente -Aluminio. Blister por 7 capsulas blandas mas inserto., Estado Registro Invima a Vigente, Nombre Comercial a VERMEC% 25MG, GRUPO FARMACOLOGICO a ANTIHISTAMINICOS PARA USO SISTEMICO, Sistema Organico a SISTEMA RESPIRATORIO,"
"2025-11-19 19:43:01";"20208579-2";" Embalaje a Caja por 30 Tabletas con cubierta enterica en 3 blister ALU/ALU por 10 Tabletas, Estado Registro Invima a Vigente, Nombre Comercial a ASA% 81 MG TABLETAS CON CUBIERTA ENTERICA, GRUPO FARMACOLOGICO a AGENTES ANTITROMBOTICOS, Sistema Organico a SANGRE Y ORGANOS HEMATOPOYETICOS, Forma Farmaceutica a TABLETAS DE LIBERACION RETARDADA,"
"2025-11-19 19:43:03";"20206665";" Forma Farmaceutica a ,"
"2025-11-19 19:43:04";"20205955";" Forma Farmaceutica a ,"
"2025-11-19 19:43:04";"20205099";" Forma Farmaceutica a ,"
"2025-11-19 19:43:04";"20204362-1";" Embalaje a Caja por 30 tabletas en blister Alu/Alu, Estado Registro Invima a Vigente, Nombre Comercial a RYBELSUS% 14 MG TABLETAS, GRUPO FARMACOLOGICO a FARMACOS USADOS EN DIABETES, Sistema Organico a TRACTO ALIMENTARIO Y METABOLISMO, Forma Farmaceutica a ,"
"2025-11-19 19:43:05";"20204361-1";" Forma Farmaceutica a ,"
"2025-11-19 19:43:06";"20203804-1";" Embalaje a 1H1007001006100. ACIDO HIALURONICO 4 mg OTRAS SOLUCIONES OFTALMICA (HIALUB) FRASCO 10 mL / CAJA X 1 (FOLLETO DE USO). CAJA CON FRASCO GOTERO EN PEBD DE COLOR BLANCO POR 10 mL CON VALVULA LIBRE DE PRESERVANTES COMPUESTA DE TAPA BLANCA Y GOTERO EN SILI, Estado Registro Invima a Vigente, Nombre Comercial a HIALUB PF%, GRUPO FARMACOLOGICO a OFTALMOLOGICOS, Sistema Organico a ORGANOS DE LOS SENTIDOS,"
"2025-11-19 19:43:07";"20202939-1";" Embalaje a Caja por 1 vial de vidrio tipo I conteniendo 15mL de solucion, Estado Registro Invima a Vigente, Nombre Comercial a DARZALEX% SC 120 MG/ML SOLUCION INYECTABLE, GRUPO FARMACOLOGICO a AGENTES ANTINEOPLASICOS, Sistema Organico a AGENTES ANTINEOPLASICOS E INMUNOMODULADORES, Forma Farmaceutica a ,"
"2025-11-19 19:43:10";"20201017-1";" Estado Registro Invima a Vigente, Nombre Comercial a ESGRINIL% 801 MG TABLETAS RECUBIERTAS, GRUPO FARMACOLOGICO a AGENTES INMUNOSUPRESORES, Sistema Organico a AGENTES ANTINEOPLASICOS E INMUNOMODULADORES,"
"2025-11-19 19:43:10";"20201009-1";" Embalaje a CAJA POR 270 CAPSULAS DURAS EN BLISTER PVC-PCTFE(ACLAR)    INCOLORO-ALUMINIO, Estado Registro Invima a Vigente, Nombre Comercial a ESGRINIL% 267 MG CAPSULAS DURAS, GRUPO FARMACOLOGICO a AGENTES INMUNOSUPRESORES, Sistema Organico a AGENTES ANTINEOPLASICOS E INMUNOMODULADORES,"
"2025-11-19 19:43:11";"20200482";" Forma Farmaceutica a ,"
"2025-11-19 19:43:12";"20200226-9";" Embalaje a Caja con frasco HDPE con tapa de plastico a prueba de ninos por 28 capsulas. Comercializacion marca. , Estado Registro Invima a Vigente, Principio Activo a SUNITINIB MALATO 66,80MG EQUIVALENTE A SUNITINIB, Nombre Comercial a NIBSUTIB% 50 MG CAPSULAS, GRUPO FARMACOLOGICO a AGENTES ANTINEOPLASICOS, Sistema Organico a AGENTES ANTINEOPLASICOS E INMUNOMODULADORES,"
"2025-11-19 19:43:13";"20200038-1";" Estado Registro Invima a Vigente, Nombre Comercial a PULLMOVRIS% 10 MG TABLETA RECUBIERTA , GRUPO FARMACOLOGICO a ANTIHIPERTENSIVOS, Sistema Organico a SISTEMA CARDIOVASCULAR, Forma Farmaceutica a TABLETAS CON O SIN RECUBR. QUE NO MODIFIQUEN LIBERACION FARMACO,"
"2025-11-19 19:43:13";"20199946-1";" Embalaje a 1R1014671008100 - RISPERIDONA 2,0000 mg TABLETAS DE LIBERACION NO MODIFICADA ORAL (ZYRISP) TABLETA 1,0000U / CAJA X 100 -CAJA CON 10 BLISTER DE ALUMINIO- PVC/PVDC POR 10  TABLETAS C/U, Estado Registro Invima a Vigente, Nombre Comercial a ZYRISP % 2 TABLETAS RECUBIERTAS, GRUPO FARMACOLOGICO a PSICOLEPTICOS, Sistema Organico a SISTEMA NERVIOSO, Forma Farmaceutica a TABLETA,"
